words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,909.6378865541192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,7.335384115052875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.601146953908028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
keyboard,senk,&&&&,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,right,4.117931121174479,AMP_prac,right,4.117931121174479,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
banana,kacket,&&&&&&,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,right,1.4839259037398733,AMP_prac,right,1.4839259037398733,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
car,cemtuper,&&&&&&&&,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,right,0.9837899190606549,AMP_prac,right,0.9837899190606549,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
scarf,bisebell,&&&&&&&&,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,left,2.4674958098330535,AMP_prac,left,2.4674958098330535,,,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.8506945802946575,,,,,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
care,allears,&&&&&&&,left,care.virtue,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,1.7838779883750249,,,left,1,1.7838779883750249,1,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
help,glacenta,&&&&&&&&,left,care.virtue,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337512083118781,,,right,0,0.6337512083118781,0,,,,,,,,,,,,,,,,,,,,,,1043,2019_Mar_13_0950,mf_amp_cond1,3.0.4,60.062913916634585,
