words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
praise,leact,&&&&&,left,authority.virtue,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,AMP,right,1.4505830343700836,,,right,0,1.4505830343700836,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
good,idexpressible,&&&&&&&&&&&&&,left,care.virtue,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,AMP,right,0.41700700257024437,,,right,0,0.41700700257024437,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
refused,carvels,&&&&&&&,right,authority.vice,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5503476910505469,,,left,0,0.5503476910505469,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
sliptery,gaultless,&&&&&&&&&,None,nonword,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,AMP,left,0.40034951914663,,,left,0,0.40034951914663,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
party,sickyay,&&&&&&&,left,loyalty.virtue,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,AMP,right,0.48369626920862174,,,right,0,0.48369626920862174,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
growth,iptervention,&&&&&&&&&&&&,left,care.virtue,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8004293139379115,,,right,0,0.8004293139379115,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
restore,gedious,&&&&&&&,left,care.virtue,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,AMP,right,0.33367115694113636,,,right,0,0.33367115694113636,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
groups,smapper,&&&&&&&,right,loyalty.vice,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5670539237034973,,,left,0,0.5670539237034973,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
peace,Oregoniuns,&&&&&&&&&&,left,care.virtue,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5670651488551357,,,right,0,0.5670651488551357,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
hope,Lacedonia,&&&&&&&&&,left,loyalty.virtue,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337159292597789,,,right,0,0.6337159292597789,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
values,neutralust,&&&&&&&&&&,left,sanctity.virtue,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5503736692583061,,,right,0,0.5503736692583061,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
neputized,lachelor,&&&&&&&&,None,nonword,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5003572805369458,,,right,0,0.5003572805369458,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
prosecution,pharing,&&&&&&&,right,authority.vice,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5670606587943894,,,right,1,0.5670606587943894,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
safety,pafer,&&&&&,left,care.virtue,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,AMP,right,0.300314496673991,,,right,0,0.300314496673991,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
ban,clattening,&&&&&&&&&&,right,loyalty.vice,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,AMP,right,0.550379442193389,,,right,1,0.550379442193389,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
agreement,gazily,&&&&&&,left,fairness.virtue,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,AMP,right,0.2669677786836928,,,right,0,0.2669677786836928,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
ilportation,epigrach,&&&&&&&&,None,nonword,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3836702268570207,,,left,0,0.3836702268570207,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
ability,galamitous,&&&&&&&&&&,left,authority.virtue,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4169944945442694,,,right,0,0.4169944945442694,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
hand,tislay,&&&&&&,left,sanctity.virtue,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,AMP,right,0.41699834316773376,,,right,0,0.41699834316773376,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
ensure,ejanulated,&&&&&&&&&&,left,fairness.virtue,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5337107336183635,,,left,1,0.5337107336183635,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
useful,baklara,&&&&&&&,left,authority.virtue,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,AMP,right,0.33364549945190447,,,right,0,0.33364549945190447,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
win,fangsters,&&&&&&&&&,left,fairness.virtue,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,AMP,right,0.300314496673991,,,right,0,0.300314496673991,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
safe,framo,&&&&&,left,care.virtue,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4003360489646184,,,right,0,0.4003360489646184,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
papert,juck,&&&&,None,nonword,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6671078685747034,,,left,0,0.6671078685747034,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
serial,clamorek,&&&&&&&&,right,sanctity.vice,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,AMP,left,0.45034923049979625,,,left,0,0.45034923049979625,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
critics,aubos,&&&&&,right,loyalty.vice,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7170719801615633,,,left,0,0.7170719801615633,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
attacks,Boeinf,&&&&&&,right,care.vice,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,AMP,left,0.2669636093414738,,,left,0,0.2669636093414738,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
accused,nackers,&&&&&&&,right,fairness.vice,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,AMP,left,0.23362362644252244,,,left,0,0.23362362644252244,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
racist,counpy's,&&&&&&&&,right,sanctity.vice,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,AMP,left,0.2836403358821826,,,left,0,0.2836403358821826,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
victims,suggists,&&&&&&&&,right,care.vice,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,AMP,left,0.2503311419700367,,,left,0,0.2503311419700367,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
pleasant,brudent,&&&&&&&,None,control,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,AMP,right,1.033814967168155,,,right,0,1.033814967168155,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
credit,fostet,&&&&&&,left,fairness.virtue,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46703557859882494,,,right,0,0.46703557859882494,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
freedom,alar,&&&&,left,sanctity.virtue,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,AMP,right,0.1502730277570663,,,right,0,0.1502730277570663,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
brotesque,ronviolence,&&&&&&&&&&&,None,nonword,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,AMP,left,0.633722664350671,,,left,0,0.633722664350671,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
protesters,godlaness,&&&&&&&&&,right,authority.vice,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5003797308399953,,,right,1,0.5003797308399953,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
forced,gowlands,&&&&&&&&,right,fairness.vice,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,AMP,left,0.45036141780701655,,,left,0,0.45036141780701655,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
praised,rivernoat,&&&&&&&&&,left,loyalty.virtue,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3336589696336887,,,right,0,0.3336589696336887,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
trust,asn,&&&,left,authority.virtue,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4003559335189948,,,right,0,0.4003559335189948,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
ablow,reelectiob,&&&&&&&&&&,None,nonword,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5337043192457713,,,right,0,0.5337043192457713,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
chadows,frojecting,&&&&&&&&&&,None,nonword,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6337290787228085,,,left,0,0.6337290787228085,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
rejected,feleological,&&&&&&&&&&&&,right,authority.vice,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,AMP,left,0.30031738314141876,,,left,0,0.30031738314141876,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
respect,vurtain,&&&&&&&,left,sanctity.virtue,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,AMP,right,0.2169622943952163,,,right,0,0.2169622943952163,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
benefit,fegard,&&&&&&,left,fairness.virtue,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,AMP,right,0.25015378457578663,,,right,0,0.25015378457578663,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
interests,framatic,&&&&&&&&,left,fairness.virtue,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,AMP,right,0.333643575140286,,,right,0,0.333643575140286,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
tabin,chonograph,&&&&&&&&&&,None,nonword,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3169620378205309,,,left,0,0.3169620378205309,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
care,spag,&&&&,left,care.virtue,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,AMP,right,0.20028524713620754,,,right,0,0.20028524713620754,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
injured,gikely,&&&&&&,right,care.vice,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,AMP,left,0.1335988669652579,,,left,0,0.1335988669652579,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
fraud,gationwide,&&&&&&&&&&,right,fairness.vice,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,AMP,left,0.1669526407649755,,,left,0,0.1669526407649755,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
army,wonderfujnoss,&&&&&&&&&&&&&,right,loyalty.vice,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,AMP,right,0.31701623926619504,,,right,1,0.31701623926619504,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
black,disregord,&&&&&&&&&,right,loyalty.vice,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4336632031195222,,,left,0,0.4336632031195222,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
suicide,focomotive,&&&&&&&&&&,right,care.vice,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4503453818763319,,,left,0,0.4503453818763319,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
support,erks,&&&&,left,loyalty.virtue,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,AMP,right,0.38366926470121143,,,right,0,0.38366926470121143,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
war,divility,&&&&&&&&,right,sanctity.vice,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5670500750800329,,,left,0,0.5670500750800329,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
slavery,antral,&&&&&&,right,loyalty.vice,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5837290466511149,,,right,1,0.5837290466511149,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
protect,sidearbs,&&&&&&&&,left,fairness.virtue,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,AMP,right,0.750424150368417,,,right,0,0.750424150368417,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
strength,rorroborated,&&&&&&&&&&&&,left,sanctity.virtue,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5837085206596839,,,right,0,0.5837085206596839,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
voter,lenon,&&&&&,right,fairness.vice,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3669973489400036,,,right,1,0.3669973489400036,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
perfect,emports,&&&&&&&,left,sanctity.virtue,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,AMP,right,0.2836445052241743,,,right,0,0.2836445052241743,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
gun,photocalkodes,&&&&&&&&&&&&&,right,authority.vice,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,AMP,left,0.18359184322775945,,,left,0,0.18359184322775945,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
crime,chreams,&&&&&&&,right,fairness.vice,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,AMP,left,0.08359819345628239,,,left,0,0.08359819345628239,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
violence,vicissifude,&&&&&&&&&&&,right,care.vice,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,AMP,left,0.10029769101834063,,,left,0,0.10029769101834063,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
shot,sonvoy,&&&&&&,right,care.vice,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,AMP,left,0.1669475092671746,,,left,0,0.1669475092671746,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
drug,lempestuous,&&&&&&&&&&&,right,sanctity.vice,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,AMP,left,0.23362555075414093,,,left,0,0.23362555075414093,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
loyalty,blunderints,&&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,AMP,right,0.20032982702355184,,,right,0,0.20032982702355184,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
fighters,shoirmaster,&&&&&&&&&&&,right,authority.vice,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3670121019963517,,,left,0,0.3670121019963517,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
civilians,Cunday,&&&&&&,right,care.vice,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3336483859195596,,,right,1,0.3336483859195596,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
unpleasant,grovelire,&&&&&&&&&,None,control,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,AMP,left,0.316993147526091,,,left,0,0.316993147526091,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
energy,erdest,&&&&&&,left,sanctity.virtue,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7503818155109911,,,right,0,0.7503818155109911,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
penalty,unreflectuve,&&&&&&&&&&&&,right,authority.vice,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9171214991156376,,,right,1,0.9171214991156376,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
charges,scock,&&&&&,right,fairness.vice,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9838075585680599,,,right,1,0.9838075585680599,1,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
fear,mightingale,&&&&&&&&&&&,right,sanctity.vice,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,AMP,left,0.03360233072612573,,,left,0,0.03360233072612573,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
friends,lorthwhile,&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,AMP,right,0.15027431063140284,,,right,0,0.15027431063140284,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
totalestic,Daptist,&&&&&&&,None,nonword,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9171404215142047,,,left,0,0.9171404215142047,0,,,,,,,,,,,,,,,,,,,,,,1073,2019_Mar_14_1403,mf_amp_cond1,3.0.4,59.947089641886585,
