words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,814.8457349602853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,10.519547283528027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3172434186512874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
car,cemtuper,&&&&&&&&,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,right,3.8178293753196613,AMP_prac,right,3.8178293753196613,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
banana,kacket,&&&&&&,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,right,1.2004007084078694,AMP_prac,right,1.2004007084078694,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
keyboard,senk,&&&&,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,right,1.5506058734217731,AMP_prac,right,1.5506058734217731,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
scarf,bisebell,&&&&&&&&,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,left,0.7837354849841631,AMP_prac,left,0.7837354849841631,,,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3672290182933011,,,,,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
safety,tomedians,&&&&&&&&&,left,care.virtue,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,1.4172409170300853,,,left,1,1.4172409170300853,1,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
died,emassion,&&&&&&&&,right,care.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337171076895629,,,right,1,0.6337171076895629,1,,,,,,,,,,,,,,,,,,,,,,1067,2019_Mar_14_1358,mf_amp_cond1,3.0.4,60.003002095685574,
