words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1283.3622686736926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.7837673404428642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.3008305329422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
scarf,bisebell,&&&&&&&&,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,right,3.5677742577099707,AMP_prac,right,3.5677742577099707,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
banana,kacket,&&&&&&,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,left,2.184103068721015,AMP_prac,left,2.184103068721015,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
car,cemtuper,&&&&&&&&,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,left,0.9838081999914721,AMP_prac,left,0.9838081999914721,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
keyboard,senk,&&&&,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,left,1.0671668166760355,AMP_prac,left,1.0671668166760355,,,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4339008556271438,,,,,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
illegal,shoirmaster,&&&&&&&&&&&,right,fairness.vice,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,0.833778597676428,,,left,0,0.833778597676428,0,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
nonobservalt,stindig,&&&&&&&,None,nonword,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,left,2.0507033680041786,,,left,0,2.0507033680041786,0,,,,,,,,,,,,,,,,,,,,,,1051,2019_Mar_13_1144,mf_amp_cond1,3.0.4,60.00396433983,
