words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1280.1696243527113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,6.468518379551824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.4841708312160335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
banana,kacket,&&&&&&,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,right,6.41849108619499,AMP_prac,right,6.41849108619499,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
keyboard,senk,&&&&,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,left,3.0343010758806486,AMP_prac,left,3.0343010758806486,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
scarf,bisebell,&&&&&&&&,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,left,1.267204579373356,AMP_prac,left,1.267204579373356,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
car,cemtuper,&&&&&&&&,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,right,3.134350851731142,AMP_prac,right,3.134350851731142,,,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9336563631950412,,,,,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
ability,emassion,&&&&&&&&,left,authority.virtue,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,right,1.5839457494439557,,,right,0,1.5839457494439557,0,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
fear,wonderfujnoss,&&&&&&&&&&&&&,right,sanctity.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,right,1.8006714608054608,,,right,1,1.8006714608054608,1,,,,,,,,,,,,,,,,,,,,,,1059,2019_Mar_13_1245,mf_amp_cond1,3.0.4,60.03488902773253,
