words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,891.2254212918051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.1011684009281453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4006849589641206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
car,cemtuper,&&&&&&&&,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,left,2.2342045851401053,AMP_prac,left,2.2342045851401053,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
scarf,bisebell,&&&&&&&&,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,left,0.5503970523132011,AMP_prac,left,0.5503970523132011,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
keyboard,senk,&&&&,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,left,0.5004235288943164,AMP_prac,left,0.5004235288943164,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
banana,kacket,&&&&&&,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,left,0.350320140394615,AMP_prac,left,0.350320140394615,,,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.6340572400658857,,,,,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
hate,crilfully,&&&&&&&&&,right,fairness.vice,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6504252448212355,,,left,0,0.6504252448212355,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
victim,nuckheap,&&&&&&&&,right,care.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9505184821318835,,,right,1,0.9505184821318835,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
injured,pescinded,&&&&&&&&&,right,care.vice,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4337019312370103,,,right,1,0.4337019312370103,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
protect,edancipation,&&&&&&&&&&&&,left,fairness.virtue,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,AMP,left,0.40035043365787715,,,left,1,0.40035043365787715,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
commitment,pafer,&&&&&,left,sanctity.virtue,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8171445652842522,,,left,1,0.8171445652842522,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
rorroborated,crinking,&&&&&&&&,None,nonword,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5003773432399612,,,left,0,0.5003773432399612,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
abuse,baladroit,&&&&&&&&&,right,sanctity.vice,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6837712899141479,,,left,0,0.6837712899141479,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
shot,aubos,&&&&&,right,care.vice,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,AMP,left,1.2005839919729624,,,left,0,1.2005839919729624,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
benefit,laming,&&&&&&,left,fairness.virtue,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,AMP,right,0.900499414477963,,,right,0,0.900499414477963,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
rebels,yane,&&&&,right,authority.vice,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0338775008858647,,,right,1,1.0338775008858647,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
support,asn,&&&,left,loyalty.virtue,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9171746821666602,,,left,1,0.9171746821666602,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
loyalty,forepo,&&&&&&,left,loyalty.virtue,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6003920649236534,,,left,1,0.6003920649236534,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
free,gikely,&&&&&&,left,fairness.virtue,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,AMP,left,0.46704059944022447,,,left,1,0.46704059944022447,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
trust,Phintoism,&&&&&&&&&,left,authority.virtue,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6671110967290588,,,left,1,0.6671110967290588,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
praise,divility,&&&&&&&&,left,authority.virtue,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6671059649961535,,,right,0,0.6671059649961535,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
critics,fonderland,&&&&&&&&&&,right,loyalty.vice,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5003882482124027,,,right,1,0.5003882482124027,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
torture,sfumatoy,&&&&&&&&,right,care.vice,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5670889981556684,,,left,0,0.5670889981556684,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
corruption,idexpressible,&&&&&&&&&&&&&,right,sanctity.vice,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0170672043168452,,,left,0,1.0170672043168452,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
failure,unreflectuve,&&&&&&&&&&&&,right,loyalty.vice,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7004411051166244,,,left,0,0.7004411051166244,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
improve,gedious,&&&&&&&,left,care.virtue,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,AMP,right,1.3172759057488292,,,right,0,1.3172759057488292,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
health,chressing,&&&&&&&&&,left,care.virtue,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9838552259316202,,,left,1,0.9838552259316202,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
clean,wonderfujnoss,&&&&&&&&&&&&&,left,sanctity.virtue,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8505159483174793,,,right,0,0.8505159483174793,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
elduringly,imebreaker,&&&&&&&&&&,None,nonword,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8003390797239263,,,left,0,0.8003390797239263,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
scandal,pumber,&&&&&&,right,sanctity.vice,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,AMP,right,0.45036052077193744,,,right,1,0.45036052077193744,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
ittutable,blunderints,&&&&&&&&&&&,None,nonword,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6504252448503394,,,left,0,0.6504252448503394,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
prison,rivernoat,&&&&&&&&&,right,fairness.vice,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8338179085403681,,,left,0,0.8338179085403681,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
gun,photocalkodes,&&&&&&&&&&&&&,right,authority.vice,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,AMP,left,0.383684146538144,,,left,0,0.383684146538144,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
help,reelectiob,&&&&&&&&&&,left,care.virtue,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,AMP,left,0.550388713250868,,,left,1,0.550388713250868,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
peaceful,stindig,&&&&&&&,left,authority.virtue,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,AMP,left,1.2172599011391867,,,left,1,1.2172599011391867,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
prosecution,epigrach,&&&&&&&&,right,authority.vice,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4336849323590286,,,left,0,0.4336849323590286,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
praised,uller,&&&&&,left,loyalty.virtue,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3836726001172792,,,left,1,0.3836726001172792,1,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
juck,ronviolence,&&&&&&&&&&&,None,nonword,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8171259627270047,,,left,0,0.8171259627270047,0,,,,,,,,,,,,,,,,,,,,,,1045,2019_Mar_13_0951,mf_amp_cond1,3.0.4,59.99547799324481,
