words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
accused,divility,&&&&&&&&,right,fairness.vice,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,AMP,right,1.267211845552083,,,right,1,1.267211845552083,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
Lacedonia,reelectiob,&&&&&&&&&&,None,nonword,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,AMP,left,0.41692393642733805,,,left,0,0.41692393642733805,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
love,disregord,&&&&&&&&&,left,loyalty.virtue,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8837882512889337,,,left,1,0.8837882512889337,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
commitment,edancipation,&&&&&&&&&&&&,left,sanctity.virtue,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7169433720118832,,,left,1,0.7169433720118832,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
gun,tislay,&&&&&&,right,authority.vice,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,AMP,left,0.733750631014118,,,left,0,0.733750631014118,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
serial,spag,&&&&,right,sanctity.vice,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6170552386611234,,,right,1,0.6170552386611234,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
actively,honstables,&&&&&&&&&&,left,authority.virtue,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,AMP,right,1.3672542445419822,,,right,0,1.3672542445419822,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
trust,fangsters,&&&&&&&&&,left,authority.virtue,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7504170945612714,,,right,0,0.7504170945612714,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
death,lursuer,&&&&&&&,right,care.vice,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4670221084088553,,,left,0,0.4670221084088553,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
great,pullness,&&&&&&&&,left,loyalty.virtue,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6504029187781271,,,right,0,0.6504029187781271,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
scandal,scock,&&&&&,right,sanctity.vice,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7170921854267363,,,left,0,0.7170921854267363,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
quarterbocks,ittutable,&&&&&&&&&,None,nonword,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8336413301003631,,,left,0,0.8336413301003631,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
injured,reviked,&&&&&&&,right,care.vice,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3336323499970604,,,right,1,0.3336323499970604,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
benefit,refuejing,&&&&&&&&&,left,fairness.virtue,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4336744282627478,,,right,0,0.4336744282627478,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
officers,tenuflect,&&&&&&&&&,right,authority.vice,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6670976055902429,,,left,0,0.6670976055902429,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
penalty,rivernoat,&&&&&&&&&,right,authority.vice,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,AMP,left,1.150519981078105,,,left,0,1.150519981078105,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
sexual,pescinded,&&&&&&&&&,right,sanctity.vice,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5670487922325265,,,right,1,0.5670487922325265,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
perfect,perified,&&&&&&&&,left,sanctity.virtue,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,AMP,right,0.40030012850183994,,,right,0,0.40030012850183994,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
carvels,sowntrodden,&&&&&&&&&&&,None,nonword,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,AMP,right,2.2507920146163087,,,right,0,2.2507920146163087,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
respect,Loorish,&&&&&&&,left,sanctity.virtue,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9338017535628751,,,left,1,0.9338017535628751,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
support,nackers,&&&&&&&,left,loyalty.virtue,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3836814520182088,,,left,1,0.3836814520182088,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
health,laming,&&&&&&,left,care.virtue,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6337335688003805,,,left,1,0.6337335688003805,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
integrity,unscothed,&&&&&&&&&,left,fairness.virtue,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6671097929065581,,,right,0,0.6671097929065581,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
men,rorroborated,&&&&&&&&&&&&,right,loyalty.vice,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6170728781726211,,,right,1,0.6170728781726211,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
abuse,papert,&&&&&&,right,sanctity.vice,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6670655337220524,,,left,0,0.6670655337220524,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
pleasant,focomotive,&&&&&&&&&&,None,control,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4670012617134489,,,right,0,0.4670012617134489,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
feleological,dramens,&&&&&&&,None,nonword,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6337457561166957,,,left,0,0.6337457561166957,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
energy,saned,&&&&&,left,sanctity.virtue,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7670947832521051,,,right,0,0.7670947832521051,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
sfumatoy,seachwear,&&&&&&&&&,None,nonword,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337326066277456,,,right,0,0.6337326066277456,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
fraud,tove,&&&&,right,fairness.vice,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5170051424065605,,,left,0,0.5170051424065605,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
shoirmaster,clamorek,&&&&&&&&,None,nonword,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,AMP,left,0.500354073359631,,,left,0,0.500354073359631,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
voter,iptervention,&&&&&&&&&&&&,right,fairness.vice,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7337477445544209,,,right,1,0.7337477445544209,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
arrests,ning,&&&&,right,authority.vice,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4670198633975815,,,right,1,0.4670198633975815,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
values,openet,&&&&&&,left,sanctity.virtue,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1672149885853287,,,right,0,1.1672149885853287,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
shot,ammessment,&&&&&&&&&&,right,care.vice,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9004656192846596,,,left,0,0.9004656192846596,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
threatened,letish,&&&&&&,right,fairness.vice,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9004511869570706,,,right,1,0.9004511869570706,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
victims,gazily,&&&&&&,right,care.vice,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0171876313106623,,,left,0,1.0171876313106623,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
help,Cunday,&&&&&&,left,care.virtue,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,AMP,right,0.483694986323826,,,right,0,0.483694986323826,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
interests,Phintoism,&&&&&&&&&,left,fairness.virtue,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,AMP,left,0.48369145844480954,,,left,1,0.48369145844480954,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
terrorist,noped,&&&&&,right,loyalty.vice,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5670372463355307,,,left,0,0.5670372463355307,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
promote,godlaness,&&&&&&&&&,left,sanctity.virtue,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,AMP,right,1.083840015315218,,,right,0,1.083840015315218,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
compassion,frocessing,&&&&&&&&&&,left,care.virtue,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7670562970160972,,,right,0,0.7670562970160972,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
troops,gikely,&&&&&&,right,loyalty.vice,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0838461089588236,,,right,1,1.0838461089588236,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
sharing,epigrach,&&&&&&&&,left,loyalty.virtue,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,AMP,right,0.36700376332737505,,,right,0,0.36700376332737505,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
peaceful,lachelor,&&&&&&&&,left,authority.virtue,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9003960233239923,,,right,0,0.9003960233239923,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
peace,brudent,&&&&&&&,left,care.virtue,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5170330449182075,,,left,1,0.5170330449182075,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
embrace,chreams,&&&&&&&,left,authority.virtue,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4336878984468058,,,right,0,0.4336878984468058,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
intelligence,idexpressible,&&&&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0171674260054715,,,right,0,1.0171674260054715,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
army,strofe,&&&&&&,right,loyalty.vice,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46702980567351915,,,right,1,0.46702980567351915,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
unpleasant,bycled,&&&&&&,None,control,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6002697884978261,,,right,0,0.6002697884978261,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
friends,Daptist,&&&&&&&,left,loyalty.virtue,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6670680994575378,,,right,0,0.6670680994575378,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
freedom,presentkess,&&&&&&&&&&&,left,sanctity.virtue,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,AMP,left,0.2836473916831892,,,left,1,0.2836473916831892,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
riot,bluently,&&&&&&&&,right,authority.vice,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5003614498709794,,,right,1,0.5003614498709794,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
prosecution,photocalkodes,&&&&&&&&&&&&&,right,authority.vice,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4503309495339636,,,right,1,0.4503309495339636,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
racist,nomaric,&&&&&&&,right,sanctity.vice,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,AMP,right,0.15027431063936092,,,right,1,0.15027431063936092,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
clattening,coom,&&&&,None,nonword,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,AMP,right,0.03357506965403445,,,right,0,0.03357506965403445,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
lies,menizen,&&&&&&&,right,fairness.vice,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6003842850332148,,,left,0,0.6003842850332148,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
blamed,gedious,&&&&&&&,right,loyalty.vice,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,AMP,left,0.35032447104458697,,,left,0,0.35032447104458697,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
free,lenon,&&&&&,left,fairness.virtue,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337124013516586,,,right,0,0.6337124013516586,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
safe,proached,&&&&&&&&,left,care.virtue,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3836641332018189,,,right,0,0.3836641332018189,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
loyalty,erks,&&&&,left,loyalty.virtue,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,AMP,right,0.18361140706110746,,,right,0,0.18361140706110746,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
gowlands,imebreaker,&&&&&&&&&&,None,nonword,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,AMP,left,0.18361685928539373,,,left,0,0.18361685928539373,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
promises,hefurbished,&&&&&&&&&&&,left,fairness.virtue,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,AMP,right,0.31698448810493574,,,right,0,0.31698448810493574,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
civilians,fegard,&&&&&&,right,care.vice,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5503637269721366,,,right,1,0.5503637269721366,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
drug,tracious,&&&&&&&&,right,sanctity.vice,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,AMP,left,1.000481719354866,,,left,0,1.000481719354866,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
celebrated,chared,&&&&&&,left,authority.virtue,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4170499788597226,,,right,0,0.4170499788597226,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
powerful,framatic,&&&&&&&&,left,authority.virtue,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3669784265512135,,,right,0,0.3669784265512135,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
hate,squets,&&&&&&,right,fairness.vice,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,AMP,right,0.45052787076565437,,,right,1,0.45052787076565437,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
black,crinking,&&&&&&&&,right,loyalty.vice,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,AMP,right,1.067155912227463,,,right,1,1.067155912227463,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
ability,smapper,&&&&&&&,left,authority.virtue,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,AMP,left,0.36700504619511776,,,left,1,0.36700504619511776,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
violations,pumber,&&&&&&,right,sanctity.vice,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6837358458724339,,,right,1,0.6837358458724339,1,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
care,alar,&&&&,left,care.virtue,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3669944624998607,,,right,0,0.3669944624998607,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
uller,shoirmaster,&&&&&&&&&&&,None,nonword,,,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6837406566482969,,,left,0,0.6837406566482969,0,,,,,,,,,,,,,,,,,,,,,,1075,2019_Mar_14_1404,mf_amp_cond1,3.0.4,60.003848874556745,
