words,nonwords,mask,corr_ans,category,tweets,topic,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1261.4318215203239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.8004520877730101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.767371033434756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
banana,kacket,&&&&&&,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,right,3.8011721058283,AMP_prac,right,3.8011721058283,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
keyboard,senk,&&&&,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,left,1.5506113256560639,AMP_prac,left,1.5506113256560639,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
car,cemtuper,&&&&&&&&,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,right,1.733989784377627,AMP_prac,right,1.733989784377627,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
scarf,bisebell,&&&&&&&&,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,right,0.5003614521119744,AMP_prac,right,0.5003614521119744,,,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.3172527195420116,,,,,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
praised,saned,&&&&&,left,loyalty.virtue,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4336903595831245,,,left,1,0.4336903595831245,1,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
ban,rivernoat,&&&&&&&&&,right,loyalty.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4503126706695184,,,left,0,0.4503126706695184,0,,,,,,,,,,,,,,,,,,,,,,1017,2019_Mar_06_1245,mf_amp_cond1,3.0.4,59.98603264524671,
