words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1326.9153812034347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,5.918325071106665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0506913551071193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
car,cemtuper,&&&&&&&&,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,right,2.9175832511100452,AMP_prac,right,2.9175832511100452,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
banana,kacket,&&&&&&,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,right,2.250759860384278,AMP_prac,right,2.250759860384278,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
scarf,bisebell,&&&&&&&&,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,right,2.11740576592274,AMP_prac,right,2.11740576592274,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
keyboard,senk,&&&&,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,left,3.6844638257753104,AMP_prac,left,3.6844638257753104,,,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.133836774592055,,,,,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
perfect,pumber,&&&&&&,left,sanctity.virtue,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,right,2.234098576416727,,,right,0,2.234098576416727,0,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
war,yane,&&&&,right,sanctity.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,left,3.3343667926383205,,,left,0,3.3343667926383205,0,,,,,,,,,,,,,,,,,,,,,,1057,2019_Mar_13_1244,mf_amp_cond1,3.0.4,60.00159720718113,
