words,mask,category,corr_ans,index,symbol,masks,symbols,conditionfile,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,LDT_pracs_1.thisRepN,LDT_pracs_1.thisTrialN,LDT_pracs_1.thisN,LDT_pracs_1.thisIndex,LDT_trials_1.thisRepN,LDT_trials_1.thisTrialN,LDT_trials_1.thisN,LDT_trials_1.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,text.started,text.stopped,begin_key.keys,begin_key.rt,begin_key.started,begin_key.stopped,instr_2.started,instr_2.stopped,instr_3.started,instr_3.stopped,instr_4.started,instr_4.stopped,instr_5.started,instr_5.stopped,instr_6.started,instr_6.stopped,position_reminder.started,position_reminder.stopped,instr_7.started,instr_7.stopped,key_resp_instr.keys,key_resp_instr.started,key_resp_instr.stopped,exp_time,instr_LDT1.started,instr_LDT1.stopped,instr_LDT2.started,instr_LDT2.stopped,instr_LDT3.started,instr_LDT3.stopped,instr_LDT4.started,instr_LDT4.stopped,instr_LDT5.started,instr_LDT5.stopped,instr_LDT6.started,instr_LDT6.stopped,image_3.started,image_3.stopped,keyboard_reminder_LDT.started,keyboard_reminder_LDT.stopped,instr_LDT7.started,instr_LDT7.stopped,instr_LT8.started,instr_LT8.stopped,instr_LDT9_.started,instr_LDT9_.stopped,key_resp_LDT_instr.keys,key_resp_LDT_instr.started,key_resp_LDT_instr.stopped,LDT_fix_cross.started,LDT_fix_cross.stopped,LDT_word_prac.started,LDT_word_prac.stopped,LDT_mask_prac.started,LDT_mask_prac.stopped,resp_LDT_prac.keys,resp_LDT_prac.started,resp_LDT_prac.stopped,task,keypress,LDT_dur,RT,corr,key_reminder_3.started,key_reminder_3.stopped,instr_LDT9.started,instr_LDT9.stopped,instr_LDT10.started,instr_LDT10.stopped,image_6.started,image_6.stopped,instr_LDT11.started,instr_LDT11.stopped,resp_LDT_ready.keys,resp_LDT_ready.started,resp_LDT_ready.stopped,LDT_word_trial.started,LDT_word_trial.stopped,LDT_mask_trial.started,LDT_mask_trial.stopped,resp_LDT_trial.keys,resp_LDT_trial.corr,resp_LDT_trial.rt,resp_LDT_trial.started,resp_LDT_trial.stopped,key_reminder.started,key_reminder.stopped,LDT_rating.response,LDT_rating.rt,LDT_rating.started,LDT_rating.stopped,LDT_feedback_inst.started,LDT_feedback_inst.stopped,instr_sym1.started,instr_sym1.stopped,instr_sym2.started,instr_sym2.stopped,instr_sym3.started,instr_sym3.stopped,instr_sym4.started,instr_sym4.stopped,instr_sym5.started,instr_sym5.stopped,logo_example.started,logo_example.stopped,instr_sym6.started,instr_sym6.stopped,logo_prac_layout_reminder.started,logo_prac_layout_reminder.stopped,instr_sym7.started,instr_sym7.stopped,instr_sym8.started,instr_sym8.stopped,resp_sym_rate.keys,resp_sym_rate.started,resp_sym_rate.stopped,img_logo_prac.started,img_logo_prac.stopped,mask_logo_prac.started,mask_logo_prac.stopped,key_reminder_logo_prac.started,key_reminder_logo_prac.stopped,sym_resp_1.keys,sym_resp_1.rt,sym_resp_1.started,sym_resp_1.stopped,instr_sym9.started,instr_sym9.stopped,instr_sym10.started,instr_sym10.stopped,sym_layout_reminder.started,sym_layout_reminder.stopped,instr_sym11.started,instr_sym11.stopped,sym_resp_2.keys,sym_resp_2.started,sym_resp_2.stopped,img_logo_trial.started,img_logo_trial.stopped,mask_logo_trial.started,mask_logo_trial.stopped,key_reminder_logo_trial.started,key_reminder_logo_trial.stopped,sym_resp_trial.keys,sym_resp_trial.started,sym_resp_trial.stopped,symbol_id,instr_AMP1_1.started,instr_AMP1_1.stopped,instr_AMP1_2.started,instr_AMP1_2.stopped,instr_AMP1_3.started,instr_AMP1_3.stopped,instr_AMP1_4.started,instr_AMP1_4.stopped,instr_AMP1_5.started,instr_AMP1_5.stopped,instr_AMP1_6.started,instr_AMP1_6.stopped,image_4.started,image_4.stopped,instr_AMP1_7.started,instr_AMP1_7.stopped,instr_AMP1_8.started,instr_AMP1_8.stopped,instr_AMP1_9.started,instr_AMP1_9.stopped,instr_AMP1_10.started,instr_AMP1_10.stopped,resp_AMP_ready1.keys,resp_AMP_ready1.started,resp_AMP_ready1.stopped,AMP_wordstim_2.started,AMP_wordstim_2.stopped,AMP_key_reminder_1.started,AMP_key_reminder_1.stopped,img_logo_AMP.started,img_logo_AMP.stopped,mask_AMP.started,mask_AMP.stopped,AMP_key_reminder.started,AMP_key_reminder.stopped,resp_AMP.keys,resp_AMP.started,resp_AMP.stopped,prime_dur,instr_AMP2_1.started,instr_AMP2_1.stopped,instr_AMP2_2.started,instr_AMP2_2.stopped,image_5.started,image_5.stopped,instr_AMP2_3.started,instr_AMP2_3.stopped,resp_AMP_ready.keys,resp_AMP_ready.started,resp_AMP_ready.stopped,instr_AMP3_1.started,instr_AMP3_1.stopped,img_logo_AMP_trials.started,img_logo_AMP_trials.stopped,mask_AMP_2.started,mask_AMP_2.stopped,AMP_key_reminder_2.started,AMP_key_reminder_2.stopped,resp_AMP_trials.keys,resp_AMP_trials.rt,resp_AMP_trials.started,resp_AMP_trials.stopped,rest_txt1.started,rest_txt1.stopped,rest_key_resp.keys,rest_key_resp.rt,rest_key_resp.started,rest_key_resp.stopped,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_nonword_rating.started,AMP_nonword_rating.stopped,AMP_word_rating.response,AMP_word_rating.rt,AMP_word_rating.started,AMP_word_rating.stopped,AMP_random_rating.response,AMP_random_rating.rt,AMP_random_rating.started,AMP_random_rating.stopped,AMP_feedback_instr.started,AMP_feedback_instr.stopped,participant ID,date,expName,psychopyVersion,frameRate,
failure,,loyalty.vice,right,,,&&&&&&&,images/symbols/symbol_75.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,28.787934962194413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,right,,0.504875147016719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,50.08366650203243,50.10038958210498,50.08366650203243,None,,,,,,,,,,1,,,,,,,,,,,,,,50.31729761790484,50.81803766801022,50.81803766801022,None,50.30172468908131,None,right,0.504875147016719,50.30172468908131,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
violence,,care.vice,right,,,&&&&&&&&,images/symbols/symbol_17.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,29.421163628110662,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.38483798899687827,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,50.83438955200836,50.85107276891358,50.83438955200836,None,,,,,,,,,,1,,,,,,,,,,,,,,51.06809485494159,None,None,None,51.05176624003798,None,left,0.38483798899687827,51.05176624003798,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
drug,,sanctity.vice,right,,,&&&&,images/symbols/symbol_33.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,30.154897375032306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.4942296950612217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,,,,,,,,,,,,,,,,,,,,,,51.46774957492016,51.48460760200396,51.46774957492016,None,,,,,,,,,,1,,,,,,,,,,,,,,51.70147226890549,None,52.201567845162934,None,51.68498526304029,None,left,0.4942296950612217,51.68498526304029,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
knewed,,nonword,None,,,&&&&&&,images/symbols/symbol_49.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,30.838302485179156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.40268357493914664,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,52.201218059053645,52.217864722944796,52.201218059053645,None,,,,,,,,,,1,,,,,,,,,,,,,,52.468248853925616,None,None,None,52.451527267927304,None,left,0.40268357493914664,52.451527267927304,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
penalty,,authority.vice,right,,,&&&&&&&,images/symbols/symbol_62.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,31.504524257034063,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,right,,0.3942528951447457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,52.88461492001079,52.90142879099585,52.88461492001079,None,,,,,,,,,,1,,,,,,,,,,,,,,53.15168992290273,None,None,None,53.134936024900526,None,right,0.3942528951447457,53.134936024900526,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
torture,,care.vice,right,,,&&&&&&&,images/symbols/symbol_71.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,,32.221576736075804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,right,,0.46953500784002244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,53.55126741807908,53.56837981403805,53.55126741807908,None,,,,,,,,,,1,,,,,,,,,,,,,,53.78520386200398,None,None,None,53.76818719203584,None,right,0.46953500784002244,53.76818719203584,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
opportunity,,fairness.virtue,left,,,&&&&&&&&&&&,images/symbols/symbol_10.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,,32.90523530705832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.3727719720918685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,54.26820611394942,54.284840047126636,54.26820611394942,None,,,,,,,,,,1,,,,,,,,,,,,,,54.56849577696994,None,None,None,54.55153031600639,None,left,0.3727719720918685,54.55153031600639,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
corruption,,sanctity.vice,right,,,&&&&&&&&&&,images/symbols/symbol_18.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,,33.60621594521217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.4532632539048791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,54.9515510420315,54.968497198075056,54.9515510420315,None,,,,,,,,,,1,,,,,,,,,,,,,,55.18529526912607,None,None,None,55.16817170497961,None,left,0.4532632539048791,55.16817170497961,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
hate,,fairness.vice,right,,,&&&&,images/symbols/symbol_54.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,,34.37299982015975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.5287902210839093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,55.65274784201756,55.669590891106054,55.65274784201756,None,,,,,,,,,,1,,,,,,,,,,,,,,55.88630195404403,56.38630829099566,56.38630829099566,None,55.86926417192444,None,left,0.5287902210839093,55.86926417192444,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
values,,sanctity.virtue,left,,,&&&&&&,images/symbols/symbol_1.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,,35.07297982322052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,right,,0.44268205878324807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,56.4192280380521,56.436338047962636,56.4192280380521,None,,,,,,,,,,1,,,,,,,,,,,,,,56.669659283943474,None,None,None,56.65284896106459,None,right,0.44268205878324807,56.65284896106459,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
dignity,,sanctity.virtue,left,,,&&&&&&&,images/symbols/symbol_41.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,,35.773320727050304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,right,,0.45619241590611637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,,,,,,,,,,,,,,,57.1194334179163,57.13635917007923,57.1194334179163,None,,,,,,,,,,1,,,,,,,,,,,,,,57.353020671987906,None,None,None,57.33654185105115,None,right,0.45619241590611637,57.33654185105115,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
roossed,,nonword,None,,,&&&&&&&,images/symbols/symbol_74.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,,36.43960619601421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.4316774441394955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,,,,,,,,,,57.819440900115296,57.83652184694074,57.819440900115296,None,,,,,,,,,,1,,,,,,,,,,,,,,58.053232483100146,None,None,None,58.03652314096689,None,left,0.4316774441394955,58.03652314096689,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
threatened,,fairness.vice,right,,,&&&&&&&&&&,images/symbols/symbol_50.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,,37.30652075703256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,right,,0.6306527599226683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,58.48635334800929,58.50335864210501,58.48635334800929,None,,,,,,,,,,1,,,,,,,,,,,,,,58.72002329304814,59.22010074998252,59.22010074998252,None,58.703245151089504,None,right,0.6306527599226683,58.703245151089504,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
hope,,loyalty.virtue,left,,,&&&&,images/symbols/symbol_64.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,,37.99005779600702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.43964745197445154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,,,,,,,,,,,,,,,,,,,,,,,,,,59.353112204000354,59.370001083938405,59.353112204000354,None,,,,,,,,,,1,,,,,,,,,,,,,,59.5864866329357,None,None,None,59.569654990918934,None,left,0.43964745197445154,59.569654990918934,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
hand,,sanctity.virtue,left,,,&&&&,images/symbols/symbol_11.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,,38.62445293716155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,left,,0.38624357781372964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,60.036416596965864,60.053384800907224,60.036416596965864,None,,,,,,,,,,1,,,,,,,,,,,,,,60.269972532987595,None,None,None,60.25315238907933,None,left,0.38624357781372964,60.25315238907933,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
fear,,sanctity.vice,right,,,&&&&,images/symbols/symbol_7.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,,39.24119483307004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,right,,0.3704486198257655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,60.67082681506872,60.68776921206154,60.67082681506872,None,,,,,,,,,,1,,,,,,,,,,,,,,60.904424326028675,None,None,None,60.887715195072815,None,right,0.3704486198257655,60.887715195072815,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
slavery,,loyalty.vice,right,,,&&&&&&&,images/symbols/symbol_40.png,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,,39.858417412033305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,None,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,,,,,61.287497482961044,61.30453862808645,61.287497482961044,None,,,,,,,,,,1,,,,,,,,,,,,,,61.52130758296698,None,None,None,61.504537363070995,None,None,,61.504537363070995,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
,,,,,,,,condition_files/AMP_rep1.csv,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.90426181210205,None,right,1.7727182540111244,61.90426181210205,None,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
injured,,care.vice,right,,,&&&&&&&,images/symbols/symbol_62.png,condition_files/AMP_rep4.csv,,,,,,,,,,,,,,,,,,,,,0,1,1,3,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,41.8746934721712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,None,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,63.70548656000756,63.72153271106072,63.70548656000756,None,,,,,,,,,,1,,,,,,,,,,,,,,None,None,None,None,63.9214111642912,None,None,,63.9214111642912,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
,,,,,,,,condition_files/AMP_rep4.csv,,,,,,,,,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.92123316996731,None,right,0.6551698208786547,63.92123316996731,None,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
compassion,,care.virtue,left,,,&&&&&&&&&&,images/symbols/symbol_61.png,condition_files/AMP_rep3.csv,,,,,,,,,,,,,,,,,,,,,0,2,2,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,42.79383038915694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,None,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,,,,,,,,,,,,,,,,,,,,,,,64.62143605598249,64.63819524203427,64.62143605598249,None,,,,,,,,,,1,,,,,,,,,,,,,,None,None,None,None,64.83828981635162,None,None,,64.83828981635162,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
,,,,,,,,condition_files/AMP_rep3.csv,,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.8380695041269,None,right,1.0209374180994928,64.8380695041269,None,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
hate,,fairness.vice,right,,,&&&&,images/symbols/symbol_49.png,condition_files/AMP_rep2.csv,,,,,,,,,,,,,,,,,,,,,0,3,3,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,44.05855379719287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AMP,None,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,65.88907639309764,65.90598111390136,65.88907639309764,None,,,,,,,,,,1,,,,,,,,,,,,,,None,None,None,None,66.08937516224105,None,None,,66.08937516224105,None,,,,,,,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
,,,,,,,,condition_files/AMP_rep2.csv,,,,,,,,,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.10585644305684,None,right,0.698522947030142,66.10585644305684,None,,,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,4.422,,,,,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.030505371280015,None,3,7.172,,,,,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.465417978353798,None,5,2.772,,,,,999,2020_Jan_10_1100,mf_amp,3.2.4,60.001002883537446,
