words,symbols,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,index,symbol,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,category,corr_ans,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,exp_time,resp_logo_rate.keys,keypress_logo_prac.keys,keypress_logo_prac.rt,resp_logo_ready_2.keys,keypress_logo_trial.keys,keypress_logo_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP.keys,resp_AMP.rt,task,keypress,RT,prime_dur,resp_AMP_ready.keys,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,right,0.36692445300286636,,,,,,,,,,,,,,,,,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,,,,,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
,,,,,,,,,,,,,,,,,,,,,0.9983948520020931,None,,,,,,,,,,,,,,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
,,,,,,,,,,,,,,,,,,,,,2.494989678998536,,right,0.2483122430057847,,,,,,,,,,,,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
,,,,,,,,,,,,,,,,,,,,,,,,,None,,,,,,,,,,,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
,,,,,,,,,,,,,,,,,,,,,3.879054091004946,,,,,None,0.5762714130032691,26,None,,,,,,,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
banana,images/symbols/symbol_68.png,,,,,,,0,0,0,1,,,,,,,,,,11.642354274001264,,,,,,,,,left,0.7684476900030859,AMP_prac,left,0.7684476900030859,0.1,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
car,images/symbols/symbol_9.png,,,,,,,0,1,1,0,,,,,,,,,,12.591347213005065,,,,,,,,,right,0.7012327920019743,AMP_prac,right,0.7012327920019743,0.1,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
keyboard,images/symbols/symbol_40.png,,,,,,,0,2,2,2,,,,,,,,,,13.607662442002038,,,,,,,,,left,0.7652771810026024,AMP_prac,left,0.7652771810026024,0.1,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
scarf,images/symbols/symbol_54.png,,,,,,,0,3,3,3,,,,,,,,,,14.62424385399936,,,,,,,,,right,0.7663151169981575,AMP_prac,right,0.7663151169981575,0.1,,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,999,2019_Apr_10_1005,mf_amp_cond1,3.0.7,59.135341021682294,
,,,,,,,,,,,,,,,,,,,,,25.928899487000308,,,,,,,,,,,,,,,,,,,,,
