words,masks,symbols,conditionfile,corr_ans,category,mask,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,LDT_pracs.thisRepN,LDT_pracs.thisTrialN,LDT_pracs.thisN,LDT_pracs.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,task,keypress,RT,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,corr,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,78.53680185300175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.4509170716312383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.05217500628612,right,3.8846457051514562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.00253370143628,,,right,4.317959004069394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.5678291117804974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.9248799217952,,,,,,,left,1.6006402246590596,39,right,3.901234072960392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
banana,&&&&&&,images/symbols/symbol_68.png,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.9943177736269,,,,,,,,,,,,right,2.100793529632142,AMP_prac,right,2.100793529632142,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
scarf,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,417.56124277093284,,,,,,,,,,,,right,1.3339165122926033,AMP_prac,right,1.3339165122926033,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
car,&&&,images/symbols/symbol_9.png,,,,,,,,,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418.96157914385265,,,,,,,,,,,,left,1.167206975825252,AMP_prac,left,1.167206975825252,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
keyboard,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,420.0118445731322,,,,,,,,,,,,left,0.831926754860774,AMP_prac,left,0.831926754860774,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1012,2019_May_15_1702,mf_amp_cond1,3.0.7,59.98318606713136,
