words,masks,symbols,conditionfile,corr_ans,category,mask,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,LDT_pracs.thisRepN,LDT_pracs.thisTrialN,LDT_pracs.thisN,LDT_pracs.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,task,keypress,RT,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,corr,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,499.2737681279541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.834300306160003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,540.1408877804934,right,1.5339582254819106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.7067634858249,,,right,2.4008277159009594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4839399123447947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,623.6283780706581,,,,,,,right,1.000719055737136,63,right,1.350639420794323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
keyboard,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,785.5025481257471,,,,,,,,,,,,left,0.9171459836943541,AMP_prac,left,0.9171459836943541,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
banana,&&&&&&,images/symbols/symbol_68.png,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.5526754839229,,,,,,,,,,,,right,0.8171241105592344,AMP_prac,right,0.8171241105592344,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
scarf,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,787.4862381966959,,,,,,,,,,,,left,0.700419951666845,AMP_prac,left,0.700419951666845,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
car,&&&,images/symbols/symbol_9.png,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788.5365085962985,,,,,,,,,,,,right,0.83172010834096,AMP_prac,right,0.83172010834096,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002,2019_May_01_1348,mf_amp_cond1,3.0.7,59.99699820649063,
