words,mask,masks,symbols,conditionfile,corr_ans,category,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,LDT_pracs_1.thisRepN,LDT_pracs_1.thisTrialN,LDT_pracs_1.thisN,LDT_pracs_1.thisIndex,LDT_trials_1.thisRepN,LDT_trials_1.thisTrialN,LDT_trials_1.thisN,LDT_trials_1.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,task,keypress,RT,corr,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,547.7641195938922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,7.302184565924108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
keyboard,&&&&&&&,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,653.1740173494909,right,1.1338841710239649,right,1.6840280327014625,LDT_prac,right,1.6840280327014625,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
bisebell,&&&&&&&,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.2747512042988,,,right,1.2504914335440844,LDT_prac,right,1.2504914335440844,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,676.1301900402177,,,,,LDT_prac,right,1.2504914335440844,0,right,1.567318458110094,right,1.1172208129428327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,10.438,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.100750853540376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,760.7192589030601,,,,,,,,,,,,,,,,,right,1.9174526343122125,,,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.434236104367301,,,,,,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,781.1080611778889,,,,,,,,,,,,,,,,,,,,,left,0.44823101558722556,12,right,0.9672554032877088,,,,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
car,,&&&,images/symbols/symbol_9.png,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,905.058403698029,,,,,AMP_prac,right,0.8004457461647689,,,,,,,,,,,,,,,,,,,right,0.8004457461647689,1,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
banana,,&&&&&&,images/symbols/symbol_68.png,,,,,,,,,,,,,,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,905.8751532672904,,,,,AMP_prac,right,0.5837348564527929,,,,,,,,,,,,,,,,,,,right,0.5837348564527929,1,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
scarf,,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,,,,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,906.8754265264142,,,,,AMP_prac,right,0.7671036354731768,,,,,,,,,,,,,,,,,,,right,0.7671036354731768,1,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
keyboard,,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,,,,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,907.6923082349822,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,right,0.5979748030658811,1,,,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2172163547948003,,,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
police,,&&&&&&,images/symbols/symbol_29.png,condition_files/AMP_rep3.csv,right,authority.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,,,,,,,,,,,,,929.5149986257311,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.33366100932471454,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
values,,&&&&&&,images/symbols/symbol_40.png,condition_files/AMP_rep3.csv,left,sanctity.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,1,1,1,,,,,,,,,,,,,930.398285523057,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.6644579283893108,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
progress,,&&&&&&&&,images/symbols/symbol_44.png,condition_files/AMP_rep3.csv,left,authority.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,2,2,2,,,,,,,,,,,,,931.2820711506065,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.6657180637121201,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
good,,&&&&,images/symbols/symbol_38.png,condition_files/AMP_rep3.csv,left,care.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,3,3,3,,,,,,,,,,,,,932.2322577976156,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,left,0.7326255107764155,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
feuld,,&&&&&,images/symbols/symbol_31.png,condition_files/AMP_rep3.csv,None,nonword,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,4,4,4,,,,,,,,,,,,,933.1157971068751,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.6645086032804102,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
freedom,,&&&&&&&,images/symbols/symbol_15.png,condition_files/AMP_rep3.csv,left,sanctity.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,5,5,5,,,,,,,,,,,,,933.8660202526953,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,left,0.5313467090018094,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
protect,,&&&&&&&,images/symbols/symbol_81.png,condition_files/AMP_rep3.csv,left,fairness.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,6,6,6,,,,,,,,,,,,,934.58293656772,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,left,0.4991694779600948,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
rebels,,&&&&&&,images/symbols/symbol_26.png,condition_files/AMP_rep3.csv,right,authority.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,7,7,7,,,,,,,,,,,,,935.3664254909381,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,left,0.5656705643050373,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
men,,&&&,images/symbols/symbol_6.png,condition_files/AMP_rep3.csv,right,loyalty.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,8,8,8,,,,,,,,,,,,,936.4500533849932,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,left,0.8659051118884236,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
peaceful,,&&&&&&&&,images/symbols/symbol_54.png,condition_files/AMP_rep3.csv,left,authority.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,9,9,9,,,,,,,,,,,,,937.3336087306961,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.6504168324172497,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
gun,,&&&,images/symbols/symbol_12.png,condition_files/AMP_rep3.csv,right,authority.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,10,10,10,,,,,,,,,,,,,938.0171495794784,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.46466665738262236,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
growth,,&&&&&&,images/symbols/symbol_74.png,condition_files/AMP_rep3.csv,left,care.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,11,11,11,,,,,,,,,,,,,938.8006696132943,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.5503760681021959,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
corruption,,&&&&&&&&&&,images/symbols/symbol_37.png,condition_files/AMP_rep3.csv,right,sanctity.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,12,12,12,,,,,,,,,,,,,939.4175121290609,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,left,0.39797987043857574,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
help,,&&&&,images/symbols/symbol_53.png,condition_files/AMP_rep3.csv,left,care.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,2,0,13,13,13,,,,,,,,,,,,,939.9676707445178,,,,,AMP_prac,right,0.5979748030658811,,,,,,,,,,,,,,,,,,,,,1,,,right,0.33216096996329725,,,,,,,,,,,,,,1027,2019_Jun_05_1249,mf_amp_cond1,3.0.7,59.98189725573845,
