words,mask,masks,symbols,conditionfile,corr_ans,category,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,LDT_pracs_1.thisRepN,LDT_pracs_1.thisTrialN,LDT_pracs_1.thisN,LDT_pracs_1.thisIndex,LDT_trials_1.thisRepN,LDT_trials_1.thisTrialN,LDT_trials_1.thisN,LDT_trials_1.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,task,keypress,RT,corr,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3565.657997529721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,6.418667707475834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
keyboard,&&&&&&&,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3672.1772804232314,right,1.9341503098839894,left,2.4009289529640228,LDT_prac,left,2.4009289529640228,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
bisebell,&&&&&&&,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3678.612256123335,,,left,4.834930285229348,LDT_prac,left,4.834930285229348,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3699.401237491984,,,,,LDT_prac,left,4.834930285229348,0,right,1.1839262021239847,right,2.067474171053618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,9.671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.067784634535201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3784.190458764322,,,,,,,,,,,,,,,,,left,2.284225151524879,,,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.083905643550679,,,,,,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3803.5955991800874,,,,,,,,,,,,,,,,,,,,,left,0.8643928851233795,53,right,1.1005600210046396,,,,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
scarf,,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,3961.1716151060537,,,,,AMP_prac,left,1.834110828465782,,,,,,,,,,,,,,,,,,,left,1.834110828465782,3,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
keyboard,,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,3962.4051724884193,,,,,AMP_prac,left,1.0005436318460852,,,,,,,,,,,,,,,,,,,left,1.0005436318460852,3,,,,,,,,,,,,,,,,,,1021,2019_May_29_1257,mf_amp_cond1,3.0.7,59.98316654231645,
