words,masks,symbols,conditionfile,corr_ans,category,mask,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,LDT_pracs.thisRepN,LDT_pracs.thisTrialN,LDT_pracs.thisN,LDT_pracs.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,task,keypress,RT,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,corr,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,720.1937885493971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,9.236100103938952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,767.4697864184855,right,2.867687710910104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832.3705311138183,,,left,3.317785356193781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.6509601435391232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,854.3764161288273,,,,,,,left,0.5983426766470075,47,right,2.584273356711492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
scarf,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010.5186901905108,,,,,,,,,,,,left,1.5339927047025412,AMP_prac,left,1.5339927047025412,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
keyboard,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1013.3026618073927,,,,,,,,,,,,left,2.5509033428970724,AMP_prac,left,2.5509033428970724,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
banana,&&&&&&,images/symbols/symbol_68.png,,,,,,,,,,,,,0,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1015.2198475970654,,,,,,,,,,,,left,1.6840302778873593,AMP_prac,left,1.6840302778873593,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
car,&&&,images/symbols/symbol_9.png,,,,,,,,,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1016.4535066498211,,,,,,,,,,,,left,1.01506453496404,AMP_prac,left,1.01506453496404,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.0507995878579095,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
arrests,&&&&&&&,images/symbols/symbol_47.png,condition_files/AMP_rep3.csv,right,authority.vice,,,,,,,,,,,,,,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,1040.7935433858074,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,left,2.0174638917669654,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
fair,&&&&,images/symbols/symbol_52.png,condition_files/AMP_rep3.csv,left,fairness.virtue,,,,,,,,,,,,,,0,0,0,2,0,1,1,1,,,,,,,,,,,,,,,,,,,,,1041.893567472347,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,left,0.8670244480017573,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
growth,&&&&&&,images/symbols/symbol_73.png,condition_files/AMP_rep3.csv,left,care.virtue,,,,,,,,,,,,,,0,0,0,2,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1042.8606554564321,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,left,0.7485415752744302,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
racist,&&&&&&,images/symbols/symbol_13.png,condition_files/AMP_rep3.csv,right,sanctity.vice,,,,,,,,,,,,,,0,0,0,2,0,3,3,3,,,,,,,,,,,,,,,,,,,,,1043.6941973156063,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,right,0.615909842425026,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
accused,&&&&&&&,images/symbols/symbol_6.png,condition_files/AMP_rep3.csv,right,fairness.vice,,,,,,,,,,,,,,0,0,0,2,0,4,4,4,,,,,,,,,,,,,,,,,,,,,1044.5277366089867,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,right,0.6004068739712238,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
praise,&&&&&&,images/symbols/symbol_20.png,condition_files/AMP_rep3.csv,left,authority.virtue,,,,,,,,,,,,,,0,0,0,2,0,5,5,5,,,,,,,,,,,,,,,,,,,,,1045.3112823007395,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,right,0.5654964096611366,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
protesters,&&&&&&&&&&,images/symbols/symbol_25.png,condition_files/AMP_rep3.csv,right,authority.vice,,,,,,,,,,,,,,0,0,0,2,0,6,6,6,,,,,,,,,,,,,,,,,,,,,1046.278227240662,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,left,0.7491923298221081,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
actively,&&&&&&&&,images/symbols/symbol_21.png,condition_files/AMP_rep3.csv,left,authority.virtue,,,,,,,,,,,,,,0,0,0,2,0,7,7,7,,,,,,,,,,,,,,,,,,,,,1047.628562512342,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,left,1.1328802962088957,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
killed,&&&&&&,images/symbols/symbol_3.png,condition_files/AMP_rep3.csv,right,care.vice,,,,,,,,,,,,,,0,0,0,2,0,8,8,8,,,,,,,,,,,,,,,,,,,,,1048.6455331264297,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,left,0.799186572781764,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
benefit,&&&&&&&,images/symbols/symbol_38.png,condition_files/AMP_rep3.csv,left,fairness.virtue,,,,,,,,,,,,,,0,0,0,2,0,9,9,9,,,,,,,,,,,,,,,,,,,,,1049.5457447740482,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,right,0.6825215793214738,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
officers,&&&&&&&&,images/symbols/symbol_7.png,condition_files/AMP_rep3.csv,right,authority.vice,,,,,,,,,,,,,,0,0,0,2,0,10,10,10,,,,,,,,,,,,,,,,,,,,,1050.3626531029586,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,right,0.5993523243814707,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
gun,&&&,images/symbols/symbol_74.png,condition_files/AMP_rep3.csv,right,authority.vice,,,,,,,,,,,,,,0,0,0,2,0,11,11,11,,,,,,,,,,,,,,,,,,,,,1051.2295226398855,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,left,0.6337307030335069,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
lies,&&&&,images/symbols/symbol_36.png,condition_files/AMP_rep3.csv,right,fairness.vice,,,,,,,,,,,,,,0,0,0,2,0,12,12,12,,,,,,,,,,,,,,,,,,,,,1052.2798209318426,,,,,,,,,,,,,,AMP_prac,left,1.01506453496404,3,,,right,0.8319799199234694,,,,,,,,,,,,,,,,,,,,,,,,,1026,2019_Jun_03_1651,mf_amp_cond1,3.0.7,59.972436556022,
