words,masks,symbols,conditionfile,corr_ans,category,mask,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,LDT_pracs.thisRepN,LDT_pracs.thisTrialN,LDT_pracs.thisN,LDT_pracs.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,task,keypress,RT,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,corr,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,601.0831404199125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.7671362658729777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639.8831088609295,right,2.034072722773999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,703.9491000256967,,,left,3.567831139313057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.9843228528043255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,726.5380493383855,,,,,,,right,0.38148922147229314,2,right,12.536701990873553,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
car,&&&,images/symbols/symbol_9.png,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,859.7883586734533,,,,,,,,,,,,right,2.300805842736736,AMP_prac,right,2.300805842736736,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
scarf,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,861.5720893476391,,,,,,,,,,,,right,1.5506992031587288,AMP_prac,right,1.5506992031587288,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
keyboard,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,862.889018459944,,,,,,,,,,,,left,1.0987726661842316,AMP_prac,left,1.0987726661842316,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
banana,&&&&&&,images/symbols/symbol_68.png,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,866.7566522277193,,,,,,,,,,,,right,3.6344849129673094,AMP_prac,right,3.6344849129673094,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1010,2019_May_10_1255,mf_amp_cond1,3.0.7,59.98280146613552,
