words,mask,corr_ans,category,masks,symbols,conditionfile,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,LDT_pracs_1.thisRepN,LDT_pracs_1.thisTrialN,LDT_pracs_1.thisN,LDT_pracs_1.thisIndex,LDT_trials_1.thisRepN,LDT_trials_1.thisTrialN,LDT_trials_1.thisN,LDT_trials_1.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,text.started,text.stopped,begin_key.keys,begin_key.rt,begin_key.started,begin_key.stopped,instr_2.started,instr_2.stopped,instr_3.started,instr_3.stopped,instr_4.started,instr_4.stopped,instr_5.started,instr_5.stopped,instr_6.started,instr_6.stopped,position_reminder.started,position_reminder.stopped,instr_7.started,instr_7.stopped,key_resp_instr.keys,key_resp_instr.rt,key_resp_instr.started,key_resp_instr.stopped,exp_time,instr_LDT1.started,instr_LDT1.stopped,instr_LDT2.started,instr_LDT2.stopped,instr_LDT3.started,instr_LDT3.stopped,instr_LDT4.started,instr_LDT4.stopped,instr_LDT5.started,instr_LDT5.stopped,instr_LDT6.started,instr_LDT6.stopped,image_3.started,image_3.stopped,keyboard_reminder_LDT.started,keyboard_reminder_LDT.stopped,instr_LDT7.started,instr_LDT7.stopped,instr_LT8.started,instr_LT8.stopped,instr_LDT9_.started,instr_LDT9_.stopped,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,key_resp_LDT_instr.started,key_resp_LDT_instr.stopped,LDT_fix_cross.started,LDT_fix_cross.stopped,LDT_word_prac.started,LDT_word_prac.stopped,LDT_mask_prac.started,LDT_mask_prac.stopped,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_prac.started,resp_LDT_prac.stopped,task,keypress,RT,corr,key_reminder_3.started,key_reminder_3.stopped,instr_LDT9.started,instr_LDT9.stopped,instr_LDT10.started,instr_LDT10.stopped,image_6.started,image_6.stopped,instr_LDT11.started,instr_LDT11.stopped,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_ready.started,resp_LDT_ready.stopped,LDT_word_trial.started,LDT_word_trial.stopped,LDT_mask_trial.started,LDT_mask_trial.stopped,resp_LDT_trial.keys,resp_LDT_trial.rt,resp_LDT_trial.started,resp_LDT_trial.stopped,key_reminder.started,key_reminder.stopped,LDT_rating.response,LDT_rating.rt,LDT_rating.started,LDT_rating.stopped,LDT_feedback_inst.started,LDT_feedback_inst.stopped,instr_sym1.started,instr_sym1.stopped,instr_sym2.started,instr_sym2.stopped,instr_sym3.started,instr_sym3.stopped,instr_sym4.started,instr_sym4.stopped,instr_sym5.started,instr_sym5.stopped,logo_example.started,logo_example.stopped,instr_sym6.started,instr_sym6.stopped,logo_prac_layout_reminder.started,logo_prac_layout_reminder.stopped,instr_sym7.started,instr_sym7.stopped,instr_sym8.started,instr_sym8.stopped,resp_sym_rate.keys,resp_sym_rate.rt,resp_sym_rate.started,resp_sym_rate.stopped,img_logo_prac.started,img_logo_prac.stopped,mask_logo_prac.started,mask_logo_prac.stopped,key_reminder_logo_prac.started,key_reminder_logo_prac.stopped,sym_resp_1.keys,sym_resp_1.rt,sym_resp_1.started,sym_resp_1.stopped,instr_sym9.started,instr_sym9.stopped,instr_sym10.started,instr_sym10.stopped,sym_layout_reminder.started,sym_layout_reminder.stopped,instr_sym11.started,instr_sym11.stopped,sym_resp_2.keys,sym_resp_2.rt,sym_resp_2.started,sym_resp_2.stopped,img_logo_trial.started,img_logo_trial.stopped,mask_logo_trial.started,mask_logo_trial.stopped,key_reminder_logo_trial.started,key_reminder_logo_trial.stopped,sym_resp_trial.keys,sym_resp_trial.rt,sym_resp_trial.started,sym_resp_trial.stopped,symbol_index,instr_AMP1_1.started,instr_AMP1_1.stopped,instr_AMP1_2.started,instr_AMP1_2.stopped,instr_AMP1_3.started,instr_AMP1_3.stopped,instr_AMP1_4.started,instr_AMP1_4.stopped,instr_AMP1_5.started,instr_AMP1_5.stopped,instr_AMP1_6.started,instr_AMP1_6.stopped,image_4.started,image_4.stopped,instr_AMP1_7.started,instr_AMP1_7.stopped,instr_AMP1_8.started,instr_AMP1_8.stopped,instr_AMP1_9.started,instr_AMP1_9.stopped,instr_AMP1_10.started,instr_AMP1_10.stopped,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_ready1.started,resp_AMP_ready1.stopped,AMP_wordstim_2.started,AMP_wordstim_2.stopped,amp_prime_mask.started,amp_prime_mask.stopped,AMP_key_reminder_1.started,AMP_key_reminder_1.stopped,img_logo_AMP.started,img_logo_AMP.stopped,mask_AMP.started,mask_AMP.stopped,AMP_key_reminder.started,AMP_key_reminder.stopped,resp_AMP.keys,resp_AMP.rt,resp_AMP.started,resp_AMP.stopped,prime_dur,instr_AMP2_1.started,instr_AMP2_1.stopped,instr_AMP2_2.started,instr_AMP2_2.stopped,image_5.started,image_5.stopped,instr_AMP2_3.started,instr_AMP2_3.stopped,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_ready.started,resp_AMP_ready.stopped,instr_AMP3_1.started,instr_AMP3_1.stopped,img_logo_AMP_trials.started,img_logo_AMP_trials.stopped,mask_AMP_2.started,mask_AMP_2.stopped,AMP_key_reminder_2.started,AMP_key_reminder_2.stopped,resp_AMP_trials.keys,resp_AMP_trials.rt,resp_AMP_trials.started,resp_AMP_trials.stopped,rest_txt1.started,rest_txt1.stopped,rest_key_resp.keys,rest_key_resp.rt,rest_key_resp.started,rest_key_resp.stopped,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_nonword_rating.started,AMP_nonword_rating.stopped,AMP_word_rating.response,AMP_word_rating.rt,AMP_word_rating.started,AMP_word_rating.stopped,AMP_random_rating.response,AMP_random_rating.rt,AMP_random_rating.started,AMP_random_rating.stopped,AMP_feedback_instr.started,AMP_feedback_instr.stopped,instr_memtask1.started,instr_memtask1.stopped,instr_memtask2.started,instr_memtask2.stopped,instr_memtask3.started,instr_memtask3.stopped,instr_memtask4.started,instr_memtask4.stopped,layout_reminder_memtask.started,layout_reminder_memtask.stopped,instr_memtask5.started,instr_memtask5.stopped,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,key_resp_instr_memtask.started,key_resp_instr_memtask.stopped,memtask_word.started,memtask_word.stopped,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,resp_memtask.started,resp_memtask.stopped,memtask_layout_reminder.started,memtask_layout_reminder.stopped,instr_end.started,instr_end.stopped,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.56393117591506,None,right,814.4877035694662,18.56393117591506,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,833.0840778864222,839.0855339582777,839.0855339582777,845.0870426283218,845.0870426283218,851.0885249992134,851.0885249992134,857.0733475348679,857.0900346314302,861.0743562013959,861.0910612583393,865.0753414552892,865.0920234203222,None,right,7.539309129177127,871.093521827308,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
bisebell,&&&&&&&,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,920.4909550356097,878.6620826061117,884.6636108401581,884.6802636195789,890.6650941732223,890.6650941732223,898.6670800756547,898.6670800756547,904.6685775204678,904.6685775204678,910.6534035840305,910.6700756067294,916.6549003873952,916.6716137830517,920.655910657486,920.672608337889,924.656893666368,924.6735939125065,930.6584084301139,930.6750721140415,934.6593952876283,934.6760814220179,None,right,1.6890664398670197,934.6760814220179,None,936.393169226998,None,937.8602241580957,937.893564034137,937.893564034137,None,left,1.103480845631566,937.893564034137,None,LDT_prac,left,1.103480845631566,0,937.8602241580957,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
keyboard,&&&&&&&,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,922.5416433342034,,,,,,,,,,,,,,,,,,,,,,,,,,,939.0271509292652,None,940.0941109911655,940.1441546412534,940.1441546412534,None,left,0.9086834480403922,940.1441546412534,None,LDT_prac,left,0.9086834480403922,0,940.0941109911655,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
fifteen,&&&&&&&,left,neutral,,,,0,0,0,0,,,,,0,0,0,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,943.2970367334201,,,,,,,,,,,,,,,,,,,,,,,,,,,959.000251124322,None,,,,,,,,,LDT_prac,left,0.9086834480403922,0,,,941.0776615486247,945.0786650836235,945.095358915336,951.0801708671497,951.0968986952794,957.081673122826,957.081673122826,None,right,1.8900463698082604,957.081673122826,None,960.9826682548737,961.0326894545578,961.0326894545578,None,left,0.778853154159151,961.0326894545578,None,960.9826682548737,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
myself,&&&&&&,left,neutral,,,,0,0,0,0,,,,,0,1,1,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,945.8805055712,,,,,,,,,,,,,,,,,,,,,,,,,,,961.8328506487305,None,,,,,,,,,LDT_prac,left,0.9086834480403922,0,,,,,,,,,,,,,,,963.2665660245693,963.3499373632949,963.3499373632949,None,left,1.0375214321538806,963.3499373632949,None,963.2665660245693,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
stealde,&&&&&&&,left,nonword,,,,0,0,0,0,,,,,0,2,2,162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,948.5144901599269,,,,,,,,,,,,,,,,,,,,,,,,,,,964.4168534865021,None,,,,,,,,,LDT_prac,left,0.9086834480403922,0,,,,,,,,,,,,,,,965.8838888536557,965.967237421195,965.967237421195,None,left,1.0599734827992506,965.967237421195,None,965.8838888536557,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
choes,&&&&&,left,nonword,,,,0,0,0,0,,,,,0,3,3,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950.6484792387928,,,,,,,,,,,,,,,,,,,,,,,,,,,967.0508230013656,None,,,,,,,,,LDT_prac,left,0.9086834480403922,0,,,,,,,,,,,,,,,968.367844160588,968.4178550971556,968.4178550971556,None,left,0.7373018667567521,968.4178550971556,None,968.367844160588,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
thripht,&&&&&&&,left,nonword,,,,0,0,0,0,,,,,0,4,4,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954.7994520807988,,,,,,,,,,,,,,,,,,,,,,,,,,,969.1846914892085,None,,,,,,,,,LDT_prac,left,0.9086834480403922,0,,,,,,,,,,,,,,,970.701754470414,970.8017846822622,970.8017846822622,None,left,2.5051180605078116,970.8017846822622,None,970.701754470414,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
arrests,&&&&&&&,left,authority.vice,,,,0,0,0,0,,,,,0,5,5,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,957.2164370627142,,,,,,,,,,,,,,,,,,,,,,,,,,,973.3357223816565,None,,,,,,,,,LDT_prac,left,0.9086834480403922,0,,,,,,,,,,,,,,,974.6360740839154,974.6860927178059,974.6860927178059,None,right,1.0366535620414652,974.6860927178059,None,974.6360740839154,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1035,2019_Sep_04_1749,mf_amp_cond1,3.1.5,59.98857168502877,
