words,masks,symbols,conditionfile,corr_ans,category,mask,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,LDT_pracs.thisRepN,LDT_pracs.thisTrialN,LDT_pracs.thisN,LDT_pracs.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,task,keypress,RT,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,corr,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,307.5662279872922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.417559596709907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,348.0224258552771,right,1.1338915475644171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,411.1894430228276,,,left,2.0841028904542327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.2839028211310506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430.5945978712989,,,,,,,left,0.5650817099958658,16,right,0.7337438848335296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
scarf,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,582.2690448340727,,,,,,,,,,,,left,2.8843433712609112,AMP_prac,left,2.8843433712609112,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
car,&&&,images/symbols/symbol_9.png,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.3858782091411,,,,,,,,,,,,left,0.8837987772421911,AMP_prac,left,0.8837987772421911,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
keyboard,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.2694890405983,,,,,,,,,,,,left,0.6653447380522266,AMP_prac,left,0.6653447380522266,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
banana,&&&&&&,images/symbols/symbol_68.png,,,,,,,,,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584.9196287652012,,,,,,,,,,,,left,0.41700826736632735,AMP_prac,left,0.41700826736632735,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1024,2019_May_30_1656,mf_amp_cond1,3.0.7,59.98732116761736,
