words,mask,masks,symbols,conditionfile,corr_ans,category,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,LDT_pracs_1.thisRepN,LDT_pracs_1.thisTrialN,LDT_pracs_1.thisN,LDT_pracs_1.thisIndex,LDT_trials_1.thisRepN,LDT_trials_1.thisTrialN,LDT_trials_1.thisN,LDT_trials_1.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,task,keypress,RT,corr,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1228.0197970614536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,4.334619632922113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
bisebell,&&&&&&&,,,,,,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1330.9830400245264,right,1.567341824178584,left,1.4172601049067453,LDT_prac,left,1.4172601049067453,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
keyboard,&&&&&&&,,,,,,0,0,0,0,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1333.1833390634274,,,left,1.0336967300390825,LDT_prac,left,1.0336967300390825,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1352.638192642131,,,,,LDT_prac,left,1.0336967300390825,0,right,1.417239258182235,left,0.9002818483859301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,11.638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.234184672939591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1438.5593033070909,,,,,,,,,,,,,,,,,left,2.3674417606089264,,,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.784256065147929,,,,,,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459.7477684327168,,,,,,,,,,,,,,,,,,,,,left,0.5978682406712323,12,right,1.433993331505917,,,,,,,,,,,,,,,,,,,,,1005,2019_May_08_1349,mf_amp_cond1,3.0.7,59.98391702322331,
