words,mask,masks,symbols,conditionfile,corr_ans,category,LDT_trials_cond2.thisRepN,LDT_trials_cond2.thisTrialN,LDT_trials_cond2.thisN,LDT_trials_cond2.thisIndex,LDT_pracs_1.thisRepN,LDT_pracs_1.thisTrialN,LDT_pracs_1.thisN,LDT_pracs_1.thisIndex,LDT_trials_1.thisRepN,LDT_trials_1.thisTrialN,LDT_trials_1.thisN,LDT_trials_1.thisIndex,logo_trials.thisRepN,logo_trials.thisTrialN,logo_trials.thisN,logo_trials.thisIndex,AMP_pracs.thisRepN,AMP_pracs.thisTrialN,AMP_pracs.thisN,AMP_pracs.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,memtask_trials.thisRepN,memtask_trials.thisTrialN,memtask_trials.thisN,memtask_trials.thisIndex,LDT_cond1.thisRepN,LDT_cond1.thisTrialN,LDT_cond1.thisN,LDT_cond1.thisIndex,begin_key.keys,begin_key.rt,key_resp_instr.keys,key_resp_instr.rt,exp_time,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,task,keypress,RT,corr,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT_trial.keys,resp_LDT_trial.rt,LDT_rating.response,LDT_rating.rt,resp_sym_rate.keys,resp_sym_rate.rt,sym_resp_1.keys,sym_resp_1.rt,sym_resp_2.keys,sym_resp_2.rt,sym_resp_trial.keys,sym_resp_trial.rt,symbol_index,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP.keys,resp_AMP.rt,prime_dur,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP_trials.keys,resp_AMP_trials.rt,rest_key_resp.keys,rest_key_resp.rt,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_instr_memtask.keys,key_resp_instr_memtask.rt,resp_memtask.keys,resp_memtask.corr,resp_memtask.rt,participant ID,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,775.3369982542936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.984070246340707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
keyboard,&&&&&&&,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,877.8425552905537,right,2.734352083178237,right,2.167457413394004,LDT_prac,right,2.167457413394004,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
bisebell,&&&&&&&,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,880.5264933021972,,,left,1.383914181846194,LDT_prac,left,1.383914181846194,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,0,0,0,0,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899.9650281805079,,,,,LDT_prac,left,1.383914181846194,0,right,1.6173315128544345,right,0.6504017558181658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,10.521,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.7507077591726556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,984.2868648167932,,,,,,,,,,,,,,,,,left,2.0840892012929544,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.4339295926038176,,,,,,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1003.841965157073,,,,,,,,,,,,,,,,,,,,,left,0.3318175885360688,21,right,0.8504406275460497,,,,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
banana,,&&&&&&,images/symbols/symbol_68.png,,,,,,,,,,,,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,,,,,,,1142.3451552451588,,,,,AMP_prac,left,2.650784380384721,,,,,,,,,,,,,,,,,,,left,2.650784380384721,3,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
car,,&&&,images/symbols/symbol_9.png,,,,,,,,,,,,,,,,,,,,0,1,1,0,,,,,,,,,,,,,,,,,,,,,1143.4121302565327,,,,,AMP_prac,right,0.8337709620827809,,,,,,,,,,,,,,,,,,,right,0.8337709620827809,3,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
keyboard,,&&&&&&&&,images/symbols/symbol_40.png,,,,,,,,,,,,,,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,1143.9789489146788,,,,,AMP_prac,left,0.3490562195656821,,,,,,,,,,,,,,,,,,,left,0.3490562195656821,3,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
scarf,,&&&&&,images/symbols/symbol_54.png,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,1144.879221498617,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,right,0.667096116929315,3,,,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.9838098179316148,,,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
knapps,,&&&&&&,images/symbols/symbol_44.png,condition_files/AMP_rep2.csv,None,nonword,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,0,0,,,,,,,,,,,,,1168.3188051466132,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,2.184132851776667,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
prosecution,,&&&&&&&&&&&,images/symbols/symbol_50.png,condition_files/AMP_rep2.csv,right,authority.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,1,1,1,,,,,,,,,,,,,1169.318935360876,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.7828055649297312,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
strong,,&&&&&&,images/symbols/symbol_37.png,condition_files/AMP_rep2.csv,left,loyalty.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,2,2,2,,,,,,,,,,,,,1170.5859264725586,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,1.0338297189446166,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
violence,,&&&&&&&&,images/symbols/symbol_76.png,condition_files/AMP_rep2.csv,right,care.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,3,3,3,,,,,,,,,,,,,1171.4194745310815,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.6163901858963072,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
prison,,&&&&&&,images/symbols/symbol_21.png,condition_files/AMP_rep2.csv,right,fairness.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,4,4,4,,,,,,,,,,,,,1172.1696649614023,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.5329177383100614,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
opportunity,,&&&&&&&&&&&,images/symbols/symbol_60.png,condition_files/AMP_rep2.csv,left,fairness.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,5,5,5,,,,,,,,,,,,,1172.9532248706091,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.5503882531775162,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
spewd,,&&&&&,images/symbols/symbol_67.png,condition_files/AMP_rep2.csv,None,nonword,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,6,6,6,,,,,,,,,,,,,1173.8201071284711,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.6492981421761215,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
party,,&&&&&,images/symbols/symbol_47.png,condition_files/AMP_rep2.csv,left,loyalty.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,7,7,7,,,,,,,,,,,,,1174.570294672274,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.5325482635525987,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
wraughsed,,&&&&&&&&&,images/symbols/symbol_38.png,condition_files/AMP_rep2.csv,None,nonword,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,8,8,8,,,,,,,,,,,,,1175.2704863693798,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.48268519691191614,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
loyalty,,&&&&&&&,images/symbols/symbol_1.png,condition_files/AMP_rep2.csv,left,loyalty.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,9,9,9,,,,,,,,,,,,,1176.0206780825974,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.5324719310738146,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
values,,&&&&&&,images/symbols/symbol_12.png,condition_files/AMP_rep2.csv,left,sanctity.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,10,10,10,,,,,,,,,,,,,1176.8542335176608,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.6003834585426375,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
blamed,,&&&&&&,images/symbols/symbol_16.png,condition_files/AMP_rep2.csv,right,loyalty.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,11,11,11,,,,,,,,,,,,,1177.5544165553292,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.48290296900086105,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
energy,,&&&&&&,images/symbols/symbol_61.png,condition_files/AMP_rep2.csv,left,sanctity.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,12,12,12,,,,,,,,,,,,,1178.2212657142663,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.4494613268179819,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
praise,,&&&&&&,images/symbols/symbol_52.png,condition_files/AMP_rep2.csv,left,authority.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,13,13,13,,,,,,,,,,,,,1179.0381569364108,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.5999379719141871,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
safety,,&&&&&&,images/symbols/symbol_54.png,condition_files/AMP_rep2.csv,left,care.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,14,14,14,,,,,,,,,,,,,1180.0050661670975,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.7493485279846936,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
arrests,,&&&&&&&,images/symbols/symbol_7.png,condition_files/AMP_rep2.csv,right,authority.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,15,15,15,,,,,,,,,,,,,1180.7886440369766,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.5662904245546088,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
ban,,&&&,images/symbols/symbol_24.png,condition_files/AMP_rep2.csv,right,loyalty.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,16,16,16,,,,,,,,,,,,,1181.4054229411995,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.39932917221449316,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
ability,,&&&&&&&,images/symbols/symbol_57.png,condition_files/AMP_rep2.csv,left,authority.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,17,17,17,,,,,,,,,,,,,1182.205638724845,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.5828600239474326,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
praised,,&&&&&&&,images/symbols/symbol_55.png,condition_files/AMP_rep2.csv,left,loyalty.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,18,18,18,,,,,,,,,,,,,1183.0892140609212,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.6660957767162472,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
unpleasant,,&&&&&&&&&,images/symbols/symbol_62.png,condition_files/AMP_rep2.csv,left,control,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,19,19,19,,,,,,,,,,,,,1183.7560433350736,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.4336723714368418,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
creinned,,&&&&&&&&,images/symbols/symbol_66.png,condition_files/AMP_rep2.csv,None,nonword,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,20,20,20,,,,,,,,,,,,,1184.6562806392321,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.6823687057476491,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
perfect,,&&&&&&&,images/symbols/symbol_70.png,condition_files/AMP_rep2.csv,left,sanctity.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,21,21,21,,,,,,,,,,,,,1185.3397872761125,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.4661111073801294,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
phlux,,&&&&&,images/symbols/symbol_32.png,condition_files/AMP_rep2.csv,None,nonword,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,22,22,22,,,,,,,,,,,,,1186.2567093198886,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.6837500670226291,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
rejected,,&&&&&&&&,images/symbols/symbol_3.png,condition_files/AMP_rep2.csv,right,authority.vice,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,23,23,23,,,,,,,,,,,,,1187.0069161070278,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.5325232468312606,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
trust,,&&&&&,images/symbols/symbol_2.png,condition_files/AMP_rep2.csv,left,authority.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,24,24,24,,,,,,,,,,,,,1187.757088897517,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.5328218416543677,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
benefit,,&&&&&&&,images/symbols/symbol_15.png,condition_files/AMP_rep2.csv,left,fairness.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,25,25,25,,,,,,,,,,,,,1188.5072940811515,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.5327034941874444,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
good,,&&&&,images/symbols/symbol_71.png,condition_files/AMP_rep2.csv,left,care.virtue,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,26,26,26,,,,,,,,,,,,,1189.3908764731605,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,right,0.6657882017316297,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
spauned,,&&&&&&&,images/symbols/symbol_77.png,condition_files/AMP_rep2.csv,None,nonword,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,27,27,27,,,,,,,,,,,,,1190.2577766915783,,,,,AMP_prac,right,0.667096116929315,,,,,,,,,,,,,,,,,,,,,3,,,left,0.6495697959326208,,,,,,,,,,,,,,1019,2019_May_22_1654,mf_amp_cond1,3.0.7,59.98043578301177,
