words,nonwords,mask,corr_ans,category,tweets,topic,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
racist,egpeditious,&&&&&&&&&&&,right,sanctity.vice,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0838758322643116,,,left,0,1.0838758322643116,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
hand,ecgagement,&&&&&&&&&&,left,sanctity.virtue,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,AMP,right,1.4172848557354882,,,right,0,1.4172848557354882,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
unscothed,drumbled,&&&&&&&&,None,nonword,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0505240896018222,,,left,0,1.0505240896018222,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
stindig,festate,&&&&&&&,None,nonword,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6171057011233643,,,left,0,0.6171057011233643,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
accused,alar,&&&&,right,fairness.vice,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6171040976187214,,,left,0,0.6171040976187214,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
corruption,Oregoniuns,&&&&&&&&&&,right,sanctity.vice,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7171112176729366,,,left,0,0.7171112176729366,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
men,ejanulated,&&&&&&&&&&,right,loyalty.vice,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5670578817371279,,,left,0,0.5670578817371279,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
hate,godlaness,&&&&&&&&&,right,fairness.vice,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,AMP,left,1.2005713317776099,,,left,0,1.2005713317776099,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
hatigue,vicissifude,&&&&&&&&&&&,None,nonword,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7004363083979115,,,left,0,0.7004363083979115,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
agreement,ugeasily,&&&&&&&&,left,fairness.virtue,,,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,AMP,left,1.1172224435722455,,,left,1,1.1172224435722455,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
perfect,gondensed,&&&&&&&&&,left,sanctity.virtue,,,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1503791880095378,,,right,0,1.1503791880095378,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
harassment,synchronazers,&&&&&&&&&&&&&,right,sanctity.vice,,,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4670674392255023,,,left,0,0.4670674392255023,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
serial,Cunday,&&&&&&,right,sanctity.vice,,,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,AMP,left,1.5506655274657533,,,left,0,1.5506655274657533,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
embrace,reelectiob,&&&&&&&&&&,left,authority.virtue,,,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,AMP,left,1.4506340326042846,,,left,1,1.4506340326042846,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
improve,scock,&&&&&,left,care.virtue,,,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7171198769938201,,,right,0,0.7171198769938201,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
victim,pumber,&&&&&&,right,care.vice,,,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7337909375783056,,,left,0,0.7337909375783056,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
rebels,fostet,&&&&&&,right,authority.vice,,,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,AMP,left,1.5006857007974759,,,left,0,1.5006857007974759,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
groups,epigrach,&&&&&&&&,right,loyalty.vice,,,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,AMP,left,1.367277767858468,,,left,0,1.367277767858468,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
injured,disregord,&&&&&&&&&,right,care.vice,,,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5337430220097303,,,left,0,0.5337430220097303,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
refused,rivernoat,&&&&&&&&&,right,authority.vice,,,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,AMP,left,0.600408982951194,,,left,0,0.600408982951194,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
crime,sonvoy,&&&&&&,right,fairness.vice,,,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,AMP,left,0.40036299161147326,,,left,0,0.40036299161147326,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
illegal,Boeinf,&&&&&&,right,fairness.vice,,,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4337189036887139,,,left,0,0.4337189036887139,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
ensure,refuejing,&&&&&&&&&,left,fairness.virtue,,,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,AMP,right,1.3505967649398372,,,right,0,1.3505967649398372,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
arrests,tove,&&&&,right,authority.vice,,,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3670590362744406,,,left,0,0.3670590362744406,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
safe,fegard,&&&&&&,left,care.virtue,,,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,AMP,right,1.3005909599596635,,,right,0,1.3005909599596635,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
victims,prones,&&&&&&,right,care.vice,,,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,AMP,left,0.950513121089898,,,left,0,0.950513121089898,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
sharing,honstables,&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6504513502586633,,,left,1,0.6504513502586633,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
praised,vurtain,&&&&&&&,left,loyalty.virtue,,,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1172099354444072,,,right,0,1.1172099354444072,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
troops,unreflectuve,&&&&&&&&&&&&,right,loyalty.vice,,,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,AMP,left,2.0174738243222237,,,left,0,2.0174738243222237,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
freedom,baklara,&&&&&&&,left,sanctity.virtue,,,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0838565891608596,,,right,0,1.0838565891608596,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
credit,yane,&&&&,left,fairness.virtue,,,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8004678031429648,,,right,0,0.8004678031429648,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
clean,wump,&&&&,left,sanctity.virtue,,,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8171542582567781,,,right,0,0.8171542582567781,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
penalty,ebbitter,&&&&&&&&,right,authority.vice,,,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7171333474107087,,,left,0,0.7171333474107087,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
restore,totalestic,&&&&&&&&&&,left,care.virtue,,,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9671819364884868,,,left,1,0.9671819364884868,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
army,rorroborated,&&&&&&&&&&&&,right,loyalty.vice,,,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6338017778471112,,,left,0,0.6338017778471112,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
celebrated,blunderints,&&&&&&&&&&&,left,authority.virtue,,,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6837751901475713,,,left,1,0.6837751901475713,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
promised,idexpressible,&&&&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5837546000257134,,,left,1,0.5837546000257134,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
peace,bruthfulness,&&&&&&&&&&&&,left,care.virtue,,,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8504931721836329,,,right,0,0.8504931721836329,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
lorthwhile,chressing,&&&&&&&&&,None,nonword,,,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8671533281449229,,,right,0,0.8671533281449229,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
increase,ronviolence,&&&&&&&&&&&,left,care.virtue,,,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7837855174439028,,,right,0,0.7837855174439028,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
officers,focomotive,&&&&&&&&&&,right,authority.vice,,,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9338106297655031,,,right,1,0.9338106297655031,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
torture,papert,&&&&&&,right,care.vice,,,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6004279055632651,,,left,0,0.6004279055632651,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
ability,reprisols,&&&&&&&&&,left,authority.virtue,,,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0171794027555734,,,left,1,1.0171794027555734,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
opportunity,gikely,&&&&&&,left,fairness.virtue,,,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6504417285323143,,,right,0,0.6504417285323143,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
fear,gillipede,&&&&&&&&&,right,sanctity.vice,,,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6004266226664186,,,left,0,0.6004266226664186,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
trust,allears,&&&&&&&,left,authority.virtue,,,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,AMP,left,0.633607100462541,,,left,1,0.633607100462541,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
intelligence,wonderfujnoss,&&&&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170629811473191,,,right,0,0.5170629811473191,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
bluently,leact,&&&&&,None,nonword,,,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,AMP,right,0.600425339769572,,,right,0,0.600425339769572,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
loyalty,noped,&&&&&,left,loyalty.virtue,,,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,AMP,right,0.717136233812198,,,right,0,0.717136233812198,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
slavery,nomaric,&&&&&&&,right,loyalty.vice,,,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,AMP,left,1.2838980903616175,,,left,0,1.2838980903616175,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
friends,spag,&&&&,left,loyalty.virtue,,,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,AMP,right,1.2838971281889826,,,right,0,1.2838971281889826,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
simplustic,tracious,&&&&&&&&,None,nonword,,,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7504623188870028,,,left,0,0.7504623188870028,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
charges,photocalkodes,&&&&&&&&&&&&&,right,fairness.vice,,,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5837501098867506,,,left,0,0.5837501098867506,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
died,scalbel,&&&&&&&,right,care.vice,,,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4503806633874774,,,left,0,0.4503806633874774,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
great,iptervention,&&&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9005217484664172,,,right,0,0.9005217484664172,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
progress,troubla,&&&&&&&,left,authority.virtue,,,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6337626499589533,,,left,1,0.6337626499589533,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
rejected,sgrawl,&&&&&&,right,authority.vice,,,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337995328940451,,,right,1,0.6337995328940451,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
terrorist,asn,&&&,right,loyalty.vice,,,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5004057115875185,,,left,0,0.5004057115875185,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
blamed,smapper,&&&&&&&,right,loyalty.vice,,,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8504768154816702,,,left,0,0.8504768154816702,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
pleasant,erks,&&&&,None,control,,,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8838157292921096,,,left,0,0.8838157292921096,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
fighters,lenon,&&&&&,right,authority.vice,,,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6504205610835925,,,right,1,0.6504205610835925,1,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
encourage,hefurbished,&&&&&&&&&&&,left,authority.virtue,,,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7838070057332516,,,right,0,0.7838070057332516,0,,,,,,,,,,,,,,,,,,,,,,1011,2019_Mar_06_1150,mf_amp_cond1,3.0.4,59.99007211918218,
