words,nonwords,mask,corr_ans,category,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,tweets,topic,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,participant,date,expName,psychopyVersion,frameRate,
promises,tislay,&&&&&&,left,fairness.virtue,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1505023448262364,,,right,0,1.1505023448262364,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
strength,festate,&&&&&&&,left,sanctity.virtue,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.36701638041995466,,,right,0,0.36701638041995466,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
riot,ablow,&&&&&,right,authority.vice,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9838331122882664,,,right,1,0.9838331122882664,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
ability,crilfully,&&&&&&&&&,left,authority.virtue,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.2672401793533936,,,right,0,1.2672401793533936,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
lies,slending,&&&&&&&&,right,fairness.vice,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9671524302102625,,,left,0,0.9671524302102625,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
sexual,synchronazers,&&&&&&&&&&&&&,right,sanctity.vice,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.43370447133202106,,,right,1,0.43370447133202106,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
forced,Loorish,&&&&&&&,right,fairness.vice,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.700431497534737,,,left,0,0.700431497534737,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
smapper,nackers,&&&&&&&,None,nonword,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6671022053342313,,,right,0,0.6671022053342313,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
attacks,chared,&&&&&&,right,care.vice,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.3672796922037378,,,left,0,1.3672796922037378,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
respect,antral,&&&&&&,left,sanctity.virtue,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.150541793438606,,,right,0,1.150541793438606,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
groups,elduringly,&&&&&&&&&&,right,loyalty.vice,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.4673557671485469,,,right,1,1.4673557671485469,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
died,ammessment,&&&&&&&&&&,right,care.vice,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.383936961647123,,,right,1,1.383936961647123,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
critics,menizen,&&&&&&&,right,loyalty.vice,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9838292637141421,,,right,1,0.9838292637141421,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
pharing,neputized,&&&&&&&&&,None,nonword,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.367261731880717,,,left,0,1.367261731880717,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
freedom,wump,&&&&,left,sanctity.virtue,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.967154675279744,,,right,0,0.967154675279744,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
actively,sliptery,&&&&&&&&,left,authority.virtue,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0838556269882247,,,right,0,1.0838556269882247,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
fair,focomotive,&&&&&&&&&&,left,fairness.virtue,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9004842240829021,,,right,0,0.9004842240829021,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
rebels,simplustic,&&&&&&&&&&,right,authority.vice,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.2005479192594066,,,left,0,1.2005479192594066,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
infet,scalbel,&&&&&&&,None,nonword,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5503861797042191,,,left,0,0.5503861797042191,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
officers,tenuflect,&&&&&&&&&,right,authority.vice,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6337366716470569,,,left,0,0.6337366716470569,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
useful,leact,&&&&&,left,authority.virtue,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4003575394162908,,,right,0,0.4003575394162908,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
voter,divility,&&&&&&&&,right,fairness.vice,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6504000349668786,,,right,1,0.6504000349668786,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
compassion,ejanulated,&&&&&&&&&&,left,care.virtue,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5503749545896426,,,left,1,0.5503749545896426,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
gun,totalestic,&&&&&&&&&&,right,authority.vice,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.38368198880925775,,,right,1,0.38368198880925775,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
civilians,emassion,&&&&&&&&,right,care.vice,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.35034243355039507,,,left,0,0.35034243355039507,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
commitment,lursuer,&&&&&&&,left,sanctity.virtue,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8671270291088149,,,right,0,0.8671270291088149,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
praised,reprisols,&&&&&&&&&,left,loyalty.virtue,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8004437491763383,,,left,1,0.8004437491763383,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
harassment,gondensed,&&&&&&&&&,right,sanctity.vice,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1672195891151205,,,right,1,1.1672195891151205,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
terrorist,sickyay,&&&&&&&,right,loyalty.vice,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1672064395388588,,,right,1,1.1672064395388588,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
increase,vurtain,&&&&&&&,left,care.virtue,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.667085527908057,,,left,1,0.667085527908057,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
illegal,gowlands,&&&&&&&&,right,fairness.vice,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170402100775391,,,right,1,0.5170402100775391,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
violence,lempestuous,&&&&&&&&&&&,right,care.vice,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.61706625262741,,,left,0,0.61706625262741,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
epigrach,proached,&&&&&&&&,None,nonword,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9170937062008306,,,right,0,0.9170937062008306,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
serial,gillipede,&&&&&&&&&,right,sanctity.vice,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.46704338514246047,,,left,0,0.46704338514246047,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
praise,baklara,&&&&&&&,left,authority.virtue,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6837774352170527,,,right,0,0.6837774352170527,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
win,frojecting,&&&&&&&&&&,left,fairness.virtue,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9838331124046817,,,right,0,0.9838331124046817,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
ronviolence,uller,&&&&&,None,nonword,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0005028899759054,,,left,0,1.0005028899759054,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
prison,pafer,&&&&&,right,fairness.vice,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4503636652370915,,,right,1,0.4503636652370915,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
promote,presentkess,&&&&&&&&&&&,left,sanctity.virtue,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.35034339560661465,,,right,0,0.35034339560661465,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
love,chadows,&&&&&&&,left,loyalty.virtue,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7004250831669196,,,left,1,0.7004250831669196,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
encourage,alar,&&&&,left,authority.virtue,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.733764959149994,,,right,0,0.733764959149994,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
rejected,thadowed,&&&&&&&&,right,authority.vice,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.61707619484514,,,right,1,0.61707619484514,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
help,openet,&&&&&&,left,care.virtue,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4503572507528588,,,right,0,0.4503572507528588,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
ban,saned,&&&&&,right,loyalty.vice,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4003581808647141,,,right,1,0.4003581808647141,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
interests,vicissifude,&&&&&&&&&&&,left,fairness.virtue,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5337622651131824,,,left,1,0.5337622651131824,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
gikely,brudent,&&&&&&&,None,nonword,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8504582135938108,,,left,0,0.8504582135938108,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
credit,unscothed,&&&&&&&&&,left,fairness.virtue,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.15029227279592305,,,right,0,0.15029227279592305,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
intelligence,crinking,&&&&&&&&,left,loyalty.virtue,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3503421127097681,,,left,1,0.3503421127097681,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
peaceful,bruthfulness,&&&&&&&&&&&&,left,authority.virtue,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.40034599346108735,,,right,0,0.40034599346108735,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
restore,prones,&&&&&&,left,care.virtue,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4836846187245101,,,left,1,0.4836846187245101,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
energy,pullness,&&&&&&&&,left,sanctity.virtue,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4503691174322739,,,left,1,0.4503691174322739,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
charges,letish,&&&&&&,right,fairness.vice,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.33366239280439913,,,right,1,0.33366239280439913,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
progress,photocalkodes,&&&&&&&&&&&&&,left,authority.virtue,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.38368808245286345,,,right,0,0.38368808245286345,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
integrity,hatigue,&&&&&&&,left,fairness.virtue,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3503385848598555,,,right,0,0.3503385848598555,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
safe,tomedians,&&&&&&&&&,left,care.virtue,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.36700900399591774,,,left,1,0.36700900399591774,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
pleasant,discovars,&&&&&&&&&,None,control,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.40036267088726163,,,right,0,0.40036267088726163,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
protect,egpeditious,&&&&&&&&&&&,left,fairness.virtue,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.45036334451287985,,,right,0,0.45036334451287985,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
party,erdest,&&&&&&,left,loyalty.virtue,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3170256493613124,,,left,1,0.3170256493613124,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
loyalty,carvels,&&&&&&&,left,loyalty.virtue,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.28363958944100887,,,right,0,0.28363958944100887,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
victim,seachwear,&&&&&&&&&,right,care.vice,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3170070475898683,,,right,1,0.3170070475898683,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
faith,sidearbs,&&&&&&&&,left,sanctity.virtue,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.3506265920586884,,,left,1,1.3506265920586884,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
abuse,ilportation,&&&&&&&&&&&,right,sanctity.vice,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337604050058872,,,right,1,0.6337604050058872,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
hefurbished,cromiscuity,&&&&&&&&&&&,None,nonword,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4837038619443774,,,left,0,0.4837038619443774,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
growth,unreflectuve,&&&&&&&&&&&&,left,care.virtue,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3836935347644612,,,right,0,0.3836935347644612,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
police,Daptist,&&&&&&&,right,authority.vice,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4003530493937433,,,right,1,0.4003530493937433,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
violations,dumid,&&&&&,right,sanctity.vice,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.517030909191817,,,left,0,0.517030909191817,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
support,neutralust,&&&&&&&&&&,left,loyalty.virtue,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5337180057540536,,,right,0,0.5337180057540536,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
promised,nuckheap,&&&&&&&&,left,loyalty.virtue,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3836848752107471,,,right,0,0.3836848752107471,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
war,shoirmaster,&&&&&&&&&&&,right,sanctity.vice,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4670424230862409,,,left,0,0.4670424230862409,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
failure,ecgagement,&&&&&&&&&&,right,loyalty.vice,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46704498876351863,,,right,1,0.46704498876351863,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
hasks,scock,&&&&&,None,nonword,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7671272857114673,,,right,0,0.7671272857114673,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
Oregoniuns,thabbily,&&&&&&&&,None,nonword,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6504253718303517,,,right,0,0.6504253718303517,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
black,mecan,&&&&&,right,loyalty.vice,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5003858269192278,,,left,0,0.5003858269192278,0,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
shot,reelectiob,&&&&&&&&&&,right,care.vice,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8504482712596655,,,right,1,0.8504482712596655,1,,,,,,,,,,,,,,,,,,,,1007,2019_Mar_06_0950,mf_amp_cond1,3.0.4,59.985224807361156,
