words,nonwords,mask,corr_ans,category,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,tweets,topic,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,participant,date,expName,psychopyVersion,frameRate,
victims,photocalkodes,&&&&&&&&&&&&&,right,care.vice,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4669999787583947,,,right,1,0.4669999787583947,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
groups,ablow,&&&&&,right,loyalty.vice,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.45034762693103403,,,right,1,0.45034762693103403,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
terrorist,lursuer,&&&&&&&,right,loyalty.vice,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5503752728691325,,,right,1,0.5503752728691325,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
godlaness,stindig,&&&&&&&,None,nonword,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170240647858009,,,right,0,0.5170240647858009,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
ning,pafer,&&&&&,None,nonword,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7003965365001932,,,right,0,0.7003965365001932,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
safety,idexpressible,&&&&&&&&&&&&&,left,care.virtue,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8004373318981379,,,right,0,0.8004373318981379,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
refused,crilfully,&&&&&&&&&,right,authority.vice,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8337632032344118,,,left,0,0.8337632032344118,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
opportunity,fontacts,&&&&&&&&,left,fairness.virtue,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46701344894245267,,,right,0,0.46701344894245267,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
abuse,wonderfujnoss,&&&&&&&&&&&&&,right,sanctity.vice,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6837352045113221,,,left,0,0.6837352045113221,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
great,coom,&&&&,left,loyalty.virtue,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.383653549477458,,,right,0,0.383653549477458,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
agreement,tenuflect,&&&&&&&&&,left,fairness.virtue,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8671025446383283,,,left,1,0.8671025446383283,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
men,nomparisons,&&&&&&&&&&&,right,loyalty.vice,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3003106480464339,,,right,1,0.3003106480464339,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
rebels,egpeditious,&&&&&&&&&&&,right,authority.vice,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7002711355453357,,,left,0,0.7002711355453357,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
penalty,fonderland,&&&&&&&&&&,right,authority.vice,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3003080823691562,,,right,1,0.3003080823691562,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
hate,vicissifude,&&&&&&&&&&&,right,fairness.vice,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.4672517429571599,,,right,1,1.4672517429571599,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
sexual,fegard,&&&&&&,right,sanctity.vice,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.41699545667506754,,,left,0,0.41699545667506754,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
conspiracy,simplustic,&&&&&&&&&&,right,sanctity.vice,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8671378237195313,,,right,1,0.8671378237195313,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
disregord,shoirmaster,&&&&&&&&&&&,None,nonword,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4336850119289011,,,right,0,0.4336850119289011,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
troops,smapper,&&&&&&&,right,loyalty.vice,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.617054597241804,,,left,0,0.617054597241804,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
gun,framatic,&&&&&&&&,right,authority.vice,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3669832373270765,,,right,1,0.3669832373270765,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
attacks,taxpayung,&&&&&&&&&,right,care.vice,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170291962567717,,,right,1,0.5170291962567717,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
increase,wump,&&&&,left,care.virtue,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7670575799420476,,,left,1,0.7670575799420476,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
critics,uller,&&&&&,right,loyalty.vice,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.383676320547238,,,left,0,0.383676320547238,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
commitment,iptervention,&&&&&&&&&&&&,left,sanctity.virtue,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.600499422987923,,,right,0,0.600499422987923,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
values,hefurbished,&&&&&&&&&&&,left,sanctity.virtue,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170263098552823,,,right,0,0.5170263098552823,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
lies,halaise,&&&&&&&,right,fairness.vice,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9004800516413525,,,left,0,0.9004800516413525,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
friends,feleological,&&&&&&&&&&&&,left,loyalty.virtue,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4169960981234908,,,right,0,0.4169960981234908,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
restore,antral,&&&&&&,left,care.virtue,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4836850439896807,,,left,1,0.4836850439896807,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
safe,nackers,&&&&&&&,left,care.virtue,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.1838586811209098,,,left,1,1.1838586811209098,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
respect,brudent,&&&&&&&,left,sanctity.virtue,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.08358632680028677,,,right,0,0.08358632680028677,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
protesters,nomaric,&&&&&&&,right,authority.vice,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46700831747148186,,,right,1,0.46700831747148186,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
hope,Loorish,&&&&&&&,left,loyalty.virtue,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.08359626913443208,,,right,0,0.08359626913443208,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
promises,infet,&&&&&,left,fairness.virtue,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170166882453486,,,right,0,0.5170166882453486,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
win,reviked,&&&&&&&,left,fairness.virtue,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.10026722273323685,,,right,0,0.10026722273323685,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
clean,laming,&&&&&&,left,sanctity.virtue,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.13359052839223295,,,right,0,0.13359052839223295,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
powerful,aubos,&&&&&,left,authority.virtue,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.2669581570662558,,,right,0,0.2669581570662558,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
scandal,atson,&&&&&,right,sanctity.vice,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7504132458707318,,,right,1,0.7504132458707318,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
erks,tislay,&&&&&&,None,nonword,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.166927624726668,,,left,0,0.166927624726668,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
riot,troubla,&&&&&&&,right,authority.vice,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.1335911697242409,,,right,1,0.1335911697242409,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
interests,Daptist,&&&&&&&,left,fairness.virtue,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6003743427572772,,,right,0,0.6003743427572772,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
shot,squets,&&&&&&,right,care.vice,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.600392944412306,,,left,0,0.600392944412306,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
charges,gillipede,&&&&&&&&&,right,fairness.vice,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.5839551532408223,,,left,0,1.5839551532408223,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
strength,Cunday,&&&&&&,left,sanctity.virtue,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.10024733818136156,,,right,0,0.10024733818136156,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
forced,abointment,&&&&&&&&&&,right,fairness.vice,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3003061580238864,,,right,1,0.3003061580238864,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
peaceful,drumbled,&&&&&&&&,left,authority.virtue,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.40032706886995584,,,right,0,0.40032706886995584,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
noped,neutralust,&&&&&&&&&&,None,nonword,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.31696428288705647,,,right,0,0.31696428288705647,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
officers,sickyay,&&&&&&&,right,authority.vice,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5170109153259546,,,left,0,0.5170109153259546,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
torture,neneficence,&&&&&&&&&&&,right,care.vice,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.03357731469441205,,,right,1,0.03357731469441205,1,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
loyalty,chadows,&&&&&&&,left,loyalty.virtue,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3169835259905085,,,right,0,0.3169835259905085,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
prison,festate,&&&&&&&,right,fairness.vice,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.16692954895552248,,,left,0,0.16692954895552248,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
health,Oregoniuns,&&&&&&&&&&,left,care.virtue,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3670063291210681,,,right,0,0.3670063291210681,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
care,crinking,&&&&&&&&,left,care.virtue,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.2169513899134472,,,right,0,0.2169513899134472,0,,,,,,,,,,,,,,,,,,,,1001,2019_Mar_01_1450,mf_amp_cond1,3.0.4,59.98157076993934,
