words,nonwords,mask,corr_ans,category,tweets,topic,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,94.01578821777366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.084110818686895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.2674760210793465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
keyboard,senk,&&&&,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,right,1.5839684177190065,AMP_prac,right,1.5839684177190065,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
banana,kacket,&&&&&&,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,left,1.8840503945248201,AMP_prac,left,1.8840503945248201,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
scarf,bisebell,&&&&&&&&,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,left,1.083838525111787,AMP_prac,left,1.083838525111787,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
car,cemtuper,&&&&&&&&,,,,,0,3,3,0,,,,,,,,,,,,,,,,,,,,,,,right,1.1505584744736552,AMP_prac,right,1.1505584744736552,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5172856722492725,,,,,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
honored,chonograph,&&&&&&&&&&,left,authority.virtue,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,right,1.5673171350499615,,,right,0,1.5673171350499615,0,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
threatened,unreflectuve,&&&&&&&&&&&&,right,fairness.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,left,1.250693883630447,,,left,0,1.250693883630447,0,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
strong,sickyay,&&&&&&&,left,loyalty.virtue,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8337713336804882,,,left,1,0.8337713336804882,1,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
hate,mecan,&&&&&,right,fairness.vice,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6837744446238503,,,left,0,0.6837744446238503,0,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
fair,chreams,&&&&&&&,left,fairness.virtue,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4670293827075511,,,right,0,0.4670293827075511,0,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
racist,hefurbished,&&&&&&&&&&&,right,sanctity.vice,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7504235142841935,,,left,0,0.7504235142841935,0,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
praise,shoirmaster,&&&&&&&&&&&,left,authority.virtue,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7671001340495422,,,left,1,0.7671001340495422,1,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
promises,ittutable,&&&&&&&&&,left,fairness.virtue,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6003884592792019,,,left,1,0.6003884592792019,1,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
progress,hescribe,&&&&&&&&,left,authority.virtue,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4336998766520992,,,left,1,0.4336998766520992,1,,,,,,,,,,,,,,,,,,,,,,1029,2019_Mar_06_1505,mf_amp_cond1,3.0.4,59.968457440273916,
