words,nonwords,mask,corr_ans,category,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,tweets,topic,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,participant,date,expName,psychopyVersion,frameRate,
values,Cunday,&&&&&&,left,sanctity.virtue,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6504080556333065,,,right,0,0.6504080556333065,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
dramens,bycled,&&&&&&,None,nonword,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.2005620345007628,,,left,0,1.2005620345007628,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
perfect,dumid,&&&&&,left,sanctity.virtue,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.367164984345436,,,left,1,1.367164984345436,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
grovelire,bluently,&&&&&&&&,None,nonword,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,AMP,right,2.6842853559646755,,,right,0,2.6842853559646755,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
lursuer,stindig,&&&&&&&,None,nonword,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.233898275764659,,,right,0,1.233898275764659,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
benefit,crinking,&&&&&&&&,left,fairness.virtue,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6670830716611817,,,right,0,0.6670830716611817,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
victim,ronviolence,&&&&&&&&&&&,right,care.vice,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.4672724904958159,,,right,1,1.4672724904958159,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
embrace,gazily,&&&&&&,left,authority.virtue,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.26725023239851,,,right,0,1.26725023239851,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
pleasant,frojecting,&&&&&&&&&&,None,control,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.2172447480261326,,,right,0,1.2172447480261326,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
safe,laming,&&&&&&,left,care.virtue,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.133857159060426,,,left,1,1.133857159060426,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
slavery,aubos,&&&&&,right,loyalty.vice,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0671907702926546,,,right,1,1.0671907702926546,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
actively,gillipede,&&&&&&&&&,left,authority.virtue,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.4673074493184686,,,left,1,1.4673074493184686,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
thabbily,sliptery,&&&&&&&&,None,nonword,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7671100765001029,,,right,0,0.7671100765001029,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
forepo,erks,&&&&,None,nonword,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0171657219761983,,,right,0,1.0171657219761983,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
critics,brotesque,&&&&&&&&&,right,loyalty.vice,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6004022504203022,,,left,0,0.6004022504203022,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
fraud,infet,&&&&&,right,fairness.vice,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,AMP,left,2.2174756682943553,,,left,0,2.2174756682943553,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
threatened,gationwide,&&&&&&&&&&,right,fairness.vice,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,AMP,right,2.2675555603345856,,,right,1,2.2675555603345856,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
energy,egpeditious,&&&&&&&&&&&,left,sanctity.virtue,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.250560783664696,,,left,1,1.250560783664696,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
health,galamitous,&&&&&&&&&&,left,care.virtue,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.6340030878782272,,,right,0,1.6340030878782272,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
unpleasant,tabin,&&&&&,None,control,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.2339383660582826,,,right,0,1.2339383660582826,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
scandal,letish,&&&&&&,right,sanctity.vice,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.017180475173518,,,left,0,1.017180475173518,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
violence,carvels,&&&&&&&,right,care.vice,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7837482095928863,,,right,1,0.7837482095928863,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
men,wump,&&&&,right,loyalty.vice,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7837725844001397,,,right,1,0.7837725844001397,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
love,ugeasily,&&&&&&&&,left,loyalty.virtue,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.5339693478308618,,,left,1,1.5339693478308618,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
dignity,clattening,&&&&&&&&&&,left,sanctity.virtue,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.4171278123976663,,,left,1,1.4171278123976663,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
progress,refuejing,&&&&&&&&&,left,authority.virtue,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.1838677750201896,,,left,1,1.1838677750201896,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
fair,halaise,&&&&&&&,left,fairness.virtue,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337487547425553,,,right,0,0.6337487547425553,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
faith,pharing,&&&&&&&,left,sanctity.virtue,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.9005839719902724,,,left,1,1.9005839719902724,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
arrests,metibolic,&&&&&&&&&,right,authority.vice,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.6673367633484304,,,left,0,1.6673367633484304,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
help,tracious,&&&&&&&&,left,care.virtue,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,AMP,right,2.1007755716564134,,,right,0,2.1007755716564134,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
sharing,ittutable,&&&&&&&&&,left,loyalty.virtue,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,AMP,right,2.0007646029116586,,,right,0,2.0007646029116586,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
win,framatic,&&&&&&&&,left,fairness.virtue,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.5506597587373108,,,right,0,1.5506597587373108,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
promote,discovars,&&&&&&&&&,left,sanctity.virtue,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.5005689621903002,,,right,0,1.5005689621903002,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
integrity,shoirmaster,&&&&&&&&&&&,left,fairness.virtue,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337170032784343,,,right,0,0.6337170032784343,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
corruption,suggists,&&&&&&&&,right,sanctity.vice,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.183847569511272,,,right,1,1.183847569511272,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
growth,leact,&&&&&,left,care.virtue,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.383932047872804,,,right,0,1.383932047872804,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
great,framo,&&&&&,left,loyalty.virtue,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7337632514536381,,,right,0,0.7337632514536381,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
praised,gandbrake,&&&&&&&&&,left,loyalty.virtue,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7837915071286261,,,left,1,0.7837915071286261,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
ban,frocessing,&&&&&&&&&&,right,loyalty.vice,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,AMP,left,2.4175344889517874,,,left,0,2.4175344889517874,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
voter,divility,&&&&&&&&,right,fairness.vice,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.6840011957101524,,,right,1,1.6840011957101524,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
drug,focomotive,&&&&&&&&&&,right,sanctity.vice,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.117197216837667,,,right,1,1.117197216837667,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
fighters,hatigue,&&&&&&&,right,authority.vice,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.8006932742428035,,,left,0,1.8006932742428035,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
prison,pullness,&&&&&&&&,right,fairness.vice,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.1838751516770571,,,left,0,1.1838751516770571,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
compassion,precificity,&&&&&&&&&&&,left,care.virtue,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.583723385585472,,,right,0,0.583723385585472,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
gun,Loorish,&&&&&&&,right,authority.vice,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6003740269225091,,,left,0,0.6003740269225091,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
attacks,prones,&&&&&&,right,care.vice,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.417291701771319,,,right,1,1.417291701771319,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
ability,hefurbished,&&&&&&&&&&&,left,authority.virtue,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.133871270925738,,,left,1,1.133871270925738,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
strong,taxpayung,&&&&&&&&&,left,loyalty.virtue,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9504755997331813,,,left,1,0.9504755997331813,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
violations,presentkess,&&&&&&&&&&&,right,sanctity.vice,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.683994460501708,,,right,1,1.683994460501708,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
sexual,thadowed,&&&&&&&&,right,sanctity.vice,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0004916680045426,,,right,1,1.0004916680045426,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
crime,pulge,&&&&&,right,fairness.vice,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.4004560036119074,,,left,0,1.4004560036119074,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
rebels,synchronazers,&&&&&&&&&&&&&,right,authority.vice,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8838220399338752,,,right,1,0.8838220399338752,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
viscs,ablow,&&&&&,None,nonword,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9671560681890696,,,left,0,0.9671560681890696,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
celebrated,sonvoy,&&&&&&,left,authority.virtue,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.56706183985807,,,right,0,0.56706183985807,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
racist,chonograph,&&&&&&&&&&,right,sanctity.vice,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.5672946845879778,,,left,0,1.5672946845879778,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
interests,yane,&&&&,left,fairness.virtue,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.3839006170164794,,,left,1,1.3839006170164794,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
care,squets,&&&&&&,left,care.virtue,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.41702133254148066,,,right,0,0.41702133254148066,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
useful,smapper,&&&&&&&,left,authority.virtue,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170419230125844,,,right,0,0.5170419230125844,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
promises,faspberry,&&&&&&&&&,left,fairness.virtue,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5503345459001139,,,right,0,0.5503345459001139,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
prosecution,coom,&&&&,right,authority.vice,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.3839272370096296,,,right,1,1.3839272370096296,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
improve,chressing,&&&&&&&&&,left,care.virtue,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7504421162884682,,,left,1,0.7504421162884682,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
died,mih,&&&,right,care.vice,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7337725524557754,,,right,1,0.7337725524557754,1,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
crilfully,gusinesslike,&&&&&&&&&&&&,None,nonword,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.3505672623869032,,,right,0,1.3505672623869032,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
army,quarterbocks,&&&&&&&&&&&&,right,loyalty.vice,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.2672127077821642,,,left,0,1.2672127077821642,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
saned,gowlands,&&&&&&&&,None,nonword,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5503775227116421,,,left,0,0.5503775227116421,0,,,,,,,,,,,,,,,,,,,,1021,2019_Mar_06_1241,mf_amp_cond1,3.0.4,60.143706449975504,
