words,nonwords,mask,corr_ans,category,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,tweets,topic,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,participant,date,expName,psychopyVersion,frameRate,
prison,chreams,&&&&&&&,right,fairness.vice,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.9174205206072656,,,right,1,1.9174205206072656,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
love,nomaric,&&&&&&&,left,loyalty.virtue,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8171292421029648,,,right,0,0.8171292421029648,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
neputized,clamorek,&&&&&&&&,None,nonword,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.917169075604761,,,right,0,0.917169075604761,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
useful,focomotive,&&&&&&&&&&,left,authority.virtue,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8504643073101761,,,right,0,0.8504643073101761,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
arrests,egpeditious,&&&&&&&&&&&,right,authority.vice,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.767111891094828,,,left,0,0.767111891094828,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
betrayal,unreflectuve,&&&&&&&&&&&&,right,loyalty.vice,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7670997037203051,,,left,0,0.7670997037203051,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
progress,coom,&&&&,left,authority.virtue,,,,,0,21,21,21,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6837434388580732,,,right,0,0.6837434388580732,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
dumid,sidearbs,&&&&&&&&,None,nonword,,,,,0,22,22,22,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1005103307397803,,,right,0,1.1005103307397803,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
great,vicissifude,&&&&&&&&&&&,left,loyalty.virtue,,,,,0,23,23,23,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7671346622664714,,,left,1,0.7671346622664714,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
respect,presentkess,&&&&&&&&&&&,left,sanctity.virtue,,,,,0,24,24,24,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7004151408473263,,,left,1,0.7004151408473263,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
praised,edancipation,&&&&&&&&&&&&,left,loyalty.virtue,,,,,0,25,25,25,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.767092327150749,,,left,1,0.767092327150749,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
refused,ablow,&&&&&,right,authority.vice,,,,,0,26,26,26,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5337167228281032,,,right,1,0.5337167228281032,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
abuse,baladroit,&&&&&&&&&,right,sanctity.vice,,,,,0,27,27,27,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.617067535436945,,,right,1,0.617067535436945,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
slavery,Phintoism,&&&&&&&&&,right,loyalty.vice,,,,,0,28,28,28,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9171652269433253,,,left,0,0.9171652269433253,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
peaceful,framo,&&&&&,left,authority.virtue,,,,,0,29,29,29,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9338308352307649,,,right,0,0.9338308352307649,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
erdest,antral,&&&&&&,None,nonword,,,,,0,30,30,30,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6670720576075837,,,right,0,0.6670720576075837,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
terrorist,squets,&&&&&&,right,loyalty.vice,,,,,0,31,31,31,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7671401145344134,,,left,0,0.7671401145344134,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
dignity,tove,&&&&,left,sanctity.virtue,,,,,0,32,32,32,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46705396895413287,,,right,0,0.46705396895413287,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
freedom,ronviolence,&&&&&&&&&&&,left,sanctity.virtue,,,,,0,33,33,33,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8171055087586865,,,right,0,0.8171055087586865,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
values,pescinded,&&&&&&&&&,left,sanctity.virtue,,,,,0,34,34,34,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.517079337965697,,,right,0,0.517079337965697,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
blunderints,gusinesslike,&&&&&&&&&&&&,None,nonword,,,,,0,35,35,35,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7170942193915835,,,left,0,0.7170942193915835,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
accused,crilfully,&&&&&&&&&,right,fairness.vice,,,,,0,36,36,36,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9338180064078188,,,left,0,0.9338180064078188,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
compassion,alar,&&&&,left,care.virtue,,,,,0,37,37,37,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9004749231826281,,,right,0,0.9004749231826281,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
protesters,reviked,&&&&&&&,right,authority.vice,,,,,0,38,38,38,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.867381681324332,,,left,0,1.867381681324332,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
increase,rorroborated,&&&&&&&&&&&&,left,care.virtue,,,,,0,39,39,39,,,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0838793602742953,,,left,1,1.0838793602742953,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
groups,crinking,&&&&&&&&,right,loyalty.vice,,,,,0,40,40,40,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7838297768612392,,,right,1,0.7838297768612392,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
ensure,sfumatoy,&&&&&&&&,left,fairness.virtue,,,,,0,41,41,41,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6504109394008992,,,right,0,0.6504109394008992,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
promote,glacenta,&&&&&&&&,left,sanctity.virtue,,,,,0,42,42,42,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6170729876903351,,,left,1,0.6170729876903351,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
ban,lursuer,&&&&&&&,right,loyalty.vice,,,,,0,43,43,43,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8504521199356532,,,left,0,0.8504521199356532,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
unpleasant,aubos,&&&&&,None,control,,,,,0,44,44,44,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7669617938372539,,,right,0,0.7669617938372539,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
safe,fornicalion,&&&&&&&&&&&,left,care.virtue,,,,,0,45,45,45,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6170707426499575,,,right,0,0.6170707426499575,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
credit,baklara,&&&&&&&,left,fairness.virtue,,,,,0,46,46,46,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5837135476904223,,,right,0,0.5837135476904223,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
victim,sickyay,&&&&&&&,right,care.vice,,,,,0,47,47,47,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6003971163299866,,,right,1,0.6003971163299866,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
army,chonograph,&&&&&&&&&&,right,loyalty.vice,,,,,0,48,48,48,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5003787711029872,,,left,0,0.5003787711029872,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
gazily,leact,&&&&&,None,nonword,,,,,0,49,49,49,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5335714363609441,,,right,0,0.5335714363609441,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
violations,idexpressible,&&&&&&&&&&&&&,right,sanctity.vice,,,,,0,50,50,50,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6170691390288994,,,left,0,0.6170691390288994,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
support,unscothed,&&&&&&&&&,left,loyalty.virtue,,,,,0,51,51,51,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8671385750640184,,,left,1,0.8671385750640184,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
attacks,Cunday,&&&&&&,right,care.vice,,,,,0,52,52,52,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7170945401157951,,,left,0,0.7170945401157951,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
fair,viscs,&&&&&,left,fairness.virtue,,,,,0,53,53,53,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7170906914689112,,,left,1,0.7170906914689112,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
men,taxpayung,&&&&&&&&&,right,loyalty.vice,,,,,0,54,54,54,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.46703183923091274,,,left,0,0.46703183923091274,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
shot,disregord,&&&&&&&&&,right,care.vice,,,,,0,55,55,55,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7004824921896216,,,right,1,0.7004824921896216,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
war,gandbrake,&&&&&&&&&,right,sanctity.vice,,,,,0,56,56,56,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46704723381844815,,,right,1,0.46704723381844815,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
fighters,atson,&&&&&,right,authority.vice,,,,,0,57,57,57,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6170745912968414,,,left,0,0.6170745912968414,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
sexual,counpy's,&&&&&&&&,right,sanctity.vice,,,,,0,58,58,58,,,,,,,,,,,,,,,,,,,,,,,AMP,right,1.3339096683921525,,,right,1,1.3339096683921525,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
police,saned,&&&&&,right,authority.vice,,,,,0,59,59,59,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8671308777702507,,,left,0,0.8671308777702507,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
free,lachelor,&&&&&&&&,left,fairness.virtue,,,,,0,60,60,60,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7337620727339527,,,right,0,0.7337620727339527,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
powerful,sonvoy,&&&&&&,left,authority.virtue,,,,,0,61,61,61,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.41703148643136956,,,right,0,0.41703148643136956,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
civilians,ning,&&&&,right,care.vice,,,,,0,62,62,62,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.3836807058978593,,,right,1,0.3836807058978593,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
voter,papert,&&&&&&,right,fairness.vice,,,,,0,63,63,63,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.30032091309840325,,,right,1,0.30032091309840325,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
hope,hescribe,&&&&&&&&,left,loyalty.virtue,,,,,0,64,64,64,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.717079786962131,,,left,1,0.717079786962131,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
dormandi,cromiscuity,&&&&&&&&&&&,None,nonword,,,,,0,65,65,65,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.5170786965172738,,,left,0,0.5170786965172738,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
praise,tabin,&&&&&,left,authority.virtue,,,,,0,66,66,66,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4670273491356056,,,right,0,0.4670273491356056,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
sharing,quarterbocks,&&&&&&&&&&&&,left,loyalty.virtue,,,,,0,67,67,67,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6337405202939408,,,right,0,0.6337405202939408,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
ugeasily,Lacedonia,&&&&&&&&&,None,nonword,,,,,0,68,68,68,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7337688078550855,,,right,0,0.7337688078550855,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
win,bluently,&&&&&&&&,left,fairness.virtue,,,,,0,69,69,69,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5337555300211534,,,right,0,0.5337555300211534,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
lempestuous,smapper,&&&&&&&,None,nonword,,,,,0,70,70,70,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5670678240712732,,,right,0,0.5670678240712732,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
interests,prones,&&&&&&,left,fairness.virtue,,,,,0,71,71,71,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.46702799056947697,,,right,0,0.46702799056947697,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
care,lorthwhile,&&&&&&&&&&,left,care.virtue,,,,,0,72,72,72,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7170823527267203,,,right,0,0.7170823527267203,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
trust,nomparisons,&&&&&&&&&&&,left,authority.virtue,,,,,0,73,73,73,,,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5503784824686591,,,right,0,0.5503784824686591,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
safety,fontacts,&&&&&&&&,left,care.virtue,,,,,0,74,74,74,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8004482392134378,,,left,1,0.8004482392134378,1,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
penalty,halaise,&&&&&&&,right,authority.vice,,,,,0,75,75,75,,,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4170112810243154,,,left,0,0.4170112810243154,0,,,,,,,,,,,,,,,,,,,,1041,2019_Mar_08_1459,mf_amp_cond1,3.0.4,59.99261150617951,
