words,nonwords,mask,corr_ans,category,tweets,topic,AMP_pracloop.thisRepN,AMP_pracloop.thisTrialN,AMP_pracloop.thisN,AMP_pracloop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_pracloop.thisRepN,LDT_pracloop.thisTrialN,LDT_pracloop.thisN,LDT_pracloop.thisIndex,LDT_trials.thisRepN,LDT_trials.thisTrialN,LDT_trials.thisN,LDT_trials.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1377.465583625628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.584243039251305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.48424044137937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
scarf,bisebell,&&&&&&&&,,,,,0,0,0,3,,,,,,,,,,,,,,,,,,,,,,,left,3.934580071712844,AMP_prac,left,3.934580071712844,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
banana,kacket,&&&&&&,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,left,1.2003993651014753,AMP_prac,left,1.2003993651014753,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
car,cemtuper,&&&&&&&&,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,right,2.5175700436520856,AMP_prac,right,2.5175700436520856,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
keyboard,senk,&&&&,,,,,0,3,3,2,,,,,,,,,,,,,,,,,,,,,,,right,1.067175248870626,AMP_prac,right,1.067175248870626,,,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.5006111389375292,,,,,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
hate,edancipation,&&&&&&&&&&&&,right,fairness.vice,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,1.1338662049965933,,,left,0,1.1338662049965933,0,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
penalty,taxpayung,&&&&&&&&&,right,authority.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8004633815435227,,,left,0,0.8004633815435227,0,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
opportunity,viscs,&&&&&,left,fairness.virtue,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1338774303440005,,,right,0,1.1338774303440005,0,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
restore,smapper,&&&&&&&,left,care.virtue,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,AMP,right,1.6174879704776686,,,right,0,1.6174879704776686,0,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
growth,scock,&&&&&,left,care.virtue,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,AMP,left,1.0005154029058758,,,left,1,1.0005154029058758,1,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
groups,asn,&&&,right,loyalty.vice,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,AMP,right,3.017696889844956,,,right,1,3.017696889844956,1,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
fear,slending,&&&&&&&&,right,sanctity.vice,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6170649359701201,,,left,0,0.6170649359701201,0,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
love,strofe,&&&&&&,left,loyalty.virtue,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,AMP,right,0.7837709981831722,,,right,0,0.7837709981831722,0,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
respect,disregord,&&&&&&&&&,left,sanctity.virtue,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6837696832371876,,,left,1,0.6837696832371876,1,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
improve,dumid,&&&&&,left,care.virtue,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9505514682969078,,,left,1,0.9505514682969078,1,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
free,focomotive,&&&&&&&&&&,left,fairness.virtue,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9338077691500075,,,left,1,0.9338077691500075,1,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
commitment,mightingale,&&&&&&&&&&&,left,sanctity.virtue,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,AMP,left,2.2675085448718164,,,left,1,2.2675085448718164,1,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
army,precificity,&&&&&&&&&&&,right,loyalty.vice,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,AMP,right,3.434471506770933,,,right,1,3.434471506770933,1,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
loyalty,rorroborated,&&&&&&&&&&&&,left,loyalty.virtue,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,AMP,right,1.150527478166623,,,right,0,1.150527478166623,0,,,,,,,,,,,,,,,,,,,,,,1049,2019_Mar_13_1143,mf_amp_cond1,3.0.4,59.99505485772638,
