words,nonwords,mask,corr_ans,category,tweets,topic,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,291.27726705768146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,0.5169101028004661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.100993640255183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
keyboard,senk,&&&&,,,,,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,right,1.6173290027072653,AMP_prac,right,1.6173290027072653,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
banana,kacket,&&&&&&,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,right,1.4006281092297286,AMP_prac,right,1.4006281092297286,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
car,cemtuper,&&&&&&&&,,,,,0,2,2,0,,,,,,,,,,,,,,,,,,,,,,,right,0.6837724655633792,AMP_prac,right,0.6837724655633792,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
scarf,bisebell,&&&&&&&&,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,right,0.75042087235488,AMP_prac,right,0.75042087235488,,,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,3.0177778262877837,,,,,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
fighters,crilfully,&&&&&&&&&,right,authority.vice,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,0.6337347642984241,,,left,0,0.6337347642984241,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
encourage,carvels,&&&&&&&,left,authority.virtue,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,right,0.2669573297025636,,,right,0,0.2669573297025636,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
unpleasant,pharing,&&&&&&&,None,control,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,AMP,right,0.8671137155033648,,,right,0,0.8671137155033648,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
refuejing,esquisiteness,&&&&&&&&&&&&&,None,nonword,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,AMP,right,1.1505316509865224,,,right,0,1.1505316509865224,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
betrayal,blunderints,&&&&&&&&&&&,right,loyalty.vice,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3003201804822311,,,left,0,0.3003201804822311,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
rejected,disregord,&&&&&&&&&,right,authority.vice,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,AMP,left,0.517041279701516,,,left,0,0.517041279701516,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
blamed,reviked,&&&&&&&,right,loyalty.vice,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4170130236307159,,,left,0,0.4170130236307159,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
slavery,frojecting,&&&&&&&&&&,right,loyalty.vice,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,AMP,left,2.0174356119241565,,,left,0,2.0174356119241565,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
trust,ittutable,&&&&&&&&&,left,authority.virtue,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,AMP,right,0.11696417722851038,,,right,0,0.11696417722851038,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
rebels,tabin,&&&&&,right,authority.vice,,,,,,,0,9,9,9,,,,,,,,,,,,,,,,,,,,,AMP,left,0.33364711003378034,,,left,0,0.33364711003378034,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
egpeditious,chared,&&&&&&,None,nonword,,,,,,,0,10,10,10,,,,,,,,,,,,,,,,,,,,,AMP,right,0.9671493481146172,,,right,0,0.9671493481146172,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
powerful,greaks,&&&&&&,left,authority.virtue,,,,,,,0,11,11,11,,,,,,,,,,,,,,,,,,,,,AMP,left,0.3836662092944607,,,left,1,0.3836662092944607,1,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
conspiracy,gowlands,&&&&&&&&,right,sanctity.vice,,,,,,,0,12,12,12,,,,,,,,,,,,,,,,,,,,,AMP,left,0.9171363427303731,,,left,0,0.9171363427303731,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
ecgagement,mecan,&&&&&,None,nonword,,,,,,,0,13,13,13,,,,,,,,,,,,,,,,,,,,,AMP,right,1.7340186386136338,,,right,0,1.7340186386136338,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
halaise,spag,&&&&,None,nonword,,,,,,,0,14,14,14,,,,,,,,,,,,,,,,,,,,,AMP,left,0.7504356256686151,,,left,0,0.7504356256686151,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
army,lachelor,&&&&&&&&,right,loyalty.vice,,,,,,,0,15,15,15,,,,,,,,,,,,,,,,,,,,,AMP,left,0.8671201301040128,,,left,0,0.8671201301040128,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
peace,fonderland,&&&&&&&&&&,left,care.virtue,,,,,,,0,16,16,16,,,,,,,,,,,,,,,,,,,,,AMP,right,0.4170136651955545,,,right,0,0.4170136651955545,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
protect,gandbrake,&&&&&&&&&,left,fairness.virtue,,,,,,,0,17,17,17,,,,,,,,,,,,,,,,,,,,,AMP,right,0.6004081555875018,,,right,0,0.6004081555875018,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
suicide,unscothed,&&&&&&&&&,right,care.vice,,,,,,,0,18,18,18,,,,,,,,,,,,,,,,,,,,,AMP,left,0.4336519528878853,,,left,0,0.4336519528878853,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
interests,thabbily,&&&&&&&&,left,fairness.virtue,,,,,,,0,19,19,19,,,,,,,,,,,,,,,,,,,,,AMP,right,1.0004913518205285,,,right,0,1.0004913518205285,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
compassion,discovars,&&&&&&&&&,left,care.virtue,,,,,,,0,20,20,20,,,,,,,,,,,,,,,,,,,,,AMP,right,0.5170480149099603,,,right,0,0.5170480149099603,0,,,,,,,,,,,,,,,,,,,,,,1023,2019_Mar_06_1502,mf_amp_cond1,3.0.4,59.986474839409276,
