words,nonwords,mask,corr_ans,category,tweets,topic,AMP_prac_loop.thisRepN,AMP_prac_loop.thisTrialN,AMP_prac_loop.thisN,AMP_prac_loop.thisIndex,AMP_trials.thisRepN,AMP_trials.thisTrialN,AMP_trials.thisN,AMP_trials.thisIndex,LDT_prac_loop.thisRepN,LDT_prac_loop.thisTrialN,LDT_prac_loop.thisN,LDT_prac_loop.thisIndex,LDT_loop.thisRepN,LDT_loop.thisTrialN,LDT_loop.thisN,LDT_loop.thisIndex,tweet_loop.thisRepN,tweet_loop.thisTrialN,tweet_loop.thisN,tweet_loop.thisIndex,begin_key.keys,begin_key.rt,key_resp_AMP_instr1.keys,key_resp_AMP_instr1.rt,resp_AMP_ready1.keys,resp_AMP_ready1.rt,resp_AMP_prac.keys,resp_AMP_prac.rt,task,keypress,RT,resp_AMP_ready.keys,resp_AMP_ready.rt,resp_AMP.keys,resp_AMP.corr,resp_AMP.rt,corr,AMP_nonword_rating.response,AMP_nonword_rating.rt,AMP_word_rating.response,AMP_word_rating.rt,AMP_random_rating.response,AMP_random_rating.rt,key_resp_LDT_instr.keys,key_resp_LDT_instr.rt,resp_LDT_prac.keys,resp_LDT_prac.rt,resp_LDT_ready.keys,resp_LDT_ready.rt,resp_LDT.keys,resp_LDT.corr,resp_LDT.rt,LDT_rating.response,LDT_rating.rt,key_resp_LDT_instr_2.keys,key_resp_LDT_instr_2.rt,resp_tweets.keys,resp_tweets.rt,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,,,,,,,,,,,,right,441.68850863289373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,1.7173528315647673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.8343005261776852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
car,cemtuper,&&&&&&&&,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,left,4.1346535136137845,AMP_prac,left,4.1346535136137845,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
keyboard,senk,&&&&,,,,,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,,left,3.584602165904812,AMP_prac,left,3.584602165904812,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
scarf,bisebell,&&&&&&&&,,,,,0,2,2,3,,,,,,,,,,,,,,,,,,,,,,,right,1.8173708561821513,AMP_prac,right,1.8173708561821513,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
banana,kacket,&&&&&&,,,,,0,3,3,1,,,,,,,,,,,,,,,,,,,,,,,right,1.2505623873059903,AMP_prac,right,1.2505623873059903,,,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,right,2.067459536016827,,,,,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
free,asn,&&&,left,fairness.virtue,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,AMP,left,2.06742650157571,,,left,1,2.06742650157571,1,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
betrayal,epigrach,&&&&&&&&,right,loyalty.vice,,,,,,,0,1,1,1,,,,,,,,,,,,,,,,,,,,,AMP,left,1.35057592180533,,,left,0,1.35057592180533,0,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
support,emports,&&&&&&&,left,loyalty.virtue,,,,,,,0,2,2,2,,,,,,,,,,,,,,,,,,,,,AMP,right,1.4670511918377542,,,right,0,1.4670511918377542,0,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
promises,lempestuous,&&&&&&&&&&&,left,fairness.virtue,,,,,,,0,3,3,3,,,,,,,,,,,,,,,,,,,,,AMP,left,1.233870052130328,,,left,1,1.233870052130328,1,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
unpleasant,abointment,&&&&&&&&&&,None,control,,,,,,,0,4,4,4,,,,,,,,,,,,,,,,,,,,,AMP,left,2.0674290673575797,,,left,0,2.0674290673575797,0,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
hatigue,troubla,&&&&&&&,None,nonword,,,,,,,0,5,5,5,,,,,,,,,,,,,,,,,,,,,AMP,left,1.467276018471125,,,left,0,1.467276018471125,0,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
actively,gowlands,&&&&&&&&,left,authority.virtue,,,,,,,0,6,6,6,,,,,,,,,,,,,,,,,,,,,AMP,left,1.6506710481668279,,,left,1,1.6506710481668279,1,,,,,,,,,,,,,,,,,,,,,,1031,2019_Mar_07_1359,mf_amp_cond1,3.0.4,59.985070865292094,
